fips,state_alpha,countyname,areaname,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
47029,NA,Cocke County,NA,643,742,925,1209,1225
47031,NA,Coffee County,NA,775,780,959,1281,1363
47033,NA,Crockett County,NA,753,842,1083,1389,1615
47035,NA,Cumberland County,NA,719,723,942,1304,1354
47037,NA,Davidson County,NA,1507,1578,1730,2211,2696
47039,NA,Decatur County,NA,724,736,925,1286,1289
47041,NA,DeKalb County,NA,722,726,953,1143,1532
47043,NA,Dickson County,NA,1507,1578,1730,2211,2696
47045,NA,Dyer County,NA,724,778,925,1220,1225
47047,NA,Fayette County,NA,1060,1154,1274,1683,1959
47049,NA,Fentress County,NA,700,705,925,1204,1290
47051,NA,Franklin County,NA,742,747,980,1307,1622
47053,NA,Gibson County,NA,645,706,927,1289,1555
47055,NA,Giles County,NA,758,763,1001,1200,1395
47057,NA,Grainger County,NA,712,717,941,1241,1246
47059,NA,Greene County,NA,638,797,925,1279,1420
47061,NA,Grundy County,NA,724,844,925,1162,1289
47063,NA,Hamblen County,NA,881,887,1135,1444,1827
47065,NA,Hamilton County,NA,1211,1263,1390,1734,1853
47067,NA,Hancock County,NA,724,844,925,1109,1225
47069,NA,Hardeman County,NA,700,705,925,1286,1348
47071,NA,Hardin County,NA,700,705,925,1220,1225
47073,NA,Hawkins County,NA,720,818,1044,1338,1464
47075,NA,Haywood County,NA,700,705,925,1226,1417
47077,NA,Henderson County,NA,724,742,925,1178,1289
47079,NA,Henry County,NA,719,723,949,1138,1322
47081,NA,Hickman County,NA,827,832,992,1277,1664
47083,NA,Houston County,NA,724,726,925,1253,1552
47085,NA,Humphreys County,NA,723,728,955,1189,1331
47087,NA,Jackson County,NA,700,705,925,1217,1289
47089,NA,Jefferson County,NA,881,887,1135,1444,1827
47091,NA,Johnson County,NA,724,844,925,1273,1289
47093,NA,Knox County,NA,1177,1184,1471,1864,2172
47095,NA,Lake County,NA,700,705,925,1174,1289
47097,NA,Lauderdale County,NA,706,710,925,1239,1474
47099,NA,Lawrence County,NA,711,716,939,1126,1243
47101,NA,Lewis County,NA,724,844,925,1286,1552
47103,NA,Lincoln County,NA,724,844,925,1286,1289
47105,NA,Loudon County,NA,1177,1184,1471,1864,2172
47107,NA,McMinn County,NA,725,845,926,1151,1226
47109,NA,McNairy County,NA,724,742,925,1286,1442
47111,NA,Macon County,NA,847,887,972,1290,1504
47113,NA,Madison County,NA,869,960,1260,1677,1758
47115,NA,Marion County,NA,1211,1263,1390,1734,1853
47117,NA,Marshall County,NA,788,793,1041,1373,1378
47119,NA,Maury County,NA,1131,1138,1349,1701,1912
47121,NA,Meigs County,NA,700,705,925,1227,1289
47123,NA,Monroe County,NA,684,764,925,1220,1225
47125,NA,Montgomery County,NA,1090,1094,1346,1871,2258
47127,NA,Moore County,NA,724,742,925,1282,1289
47129,NA,Morgan County,NA,748,753,988,1303,1308
47131,NA,Obion County,NA,722,727,925,1187,1225
47133,NA,Overton County,NA,724,742,925,1165,1225
47135,NA,Perry County,NA,724,818,925,1109,1340
47137,NA,Pickett County,NA,725,730,958,1149,1335
47139,NA,Polk County,NA,850,940,1233,1584,1633
47141,NA,Putnam County,NA,752,818,1014,1409,1557
47143,NA,Rhea County,NA,700,705,925,1220,1225
47145,NA,Roane County,NA,912,918,1092,1432,1832
47147,NA,Robertson County,NA,1507,1578,1730,2211,2696
47149,NA,Rutherford County,NA,1507,1578,1730,2211,2696
47151,NA,Scott County,NA,724,762,925,1159,1552
47153,NA,Sequatchie County,NA,1211,1263,1390,1734,1853
47155,NA,Sevier County,NA,883,973,1159,1522,1535
47157,NA,Shelby County,NA,1060,1154,1274,1683,1959
47159,NA,Smith County,NA,796,801,1051,1368,1392
47161,NA,Stewart County,NA,692,815,1004,1396,1684
47163,NA,Sullivan County,NA,720,818,1044,1338,1464
47165,NA,Sumner County,NA,1507,1578,1730,2211,2696
47167,NA,Tipton County,NA,1060,1154,1274,1683,1959
47169,NA,Trousdale County,NA,1507,1578,1730,2211,2696
47171,NA,Unicoi County,NA,887,893,1132,1398,1548
47173,NA,Union County,NA,1177,1184,1471,1864,2172
47175,NA,Van Buren County,NA,700,705,925,1198,1289
47177,NA,Warren County,NA,730,735,964,1156,1276
47179,NA,Washington County,NA,887,893,1132,1398,1548
47181,NA,Wayne County,NA,700,705,925,1109,1289
47183,NA,Weakley County,NA,705,710,925,1119,1552
47185,NA,White County,NA,751,756,992,1240,1579
47187,NA,Williamson County,NA,1507,1578,1730,2211,2696
47189,NA,Wilson County,NA,1507,1578,1730,2211,2696
48001,NA,Anderson County,NA,895,901,1117,1339,1686
48003,NA,Andrews County,NA,1108,1300,1425,1709,2097
48005,NA,Angelina County,NA,876,892,1021,1365,1414
48007,NA,Aransas County,NA,1059,1072,1407,1910,2116
48009,NA,Archer County,NA,831,925,1136,1553,1759
48011,NA,Armstrong County,NA,778,903,1106,1503,1742
48013,NA,Atascosa County,NA,831,1002,1098,1435,1454
48015,NA,Austin County,NA,885,891,1095,1523,1837
48017,NA,Bailey County,NA,756,778,973,1266,1432
48019,NA,Bandera County,NA,1077,1177,1426,1830,2132
48021,NA,Bastrop County,NA,1474,1562,1852,2347,2760
48023,NA,Baylor County,NA,737,742,973,1353,1432
48025,NA,Bee County,NA,897,903,1185,1467,1569
48027,NA,Bell County,NA,983,990,1233,1711,2068
48029,NA,Bexar County,NA,1077,1177,1426,1830,2132
48031,NA,Blanco County,NA,884,889,1167,1623,1717
48033,NA,Borden County,NA,789,811,1015,1321,1493
48035,NA,Bosque County,NA,671,742,973,1283,1288
48037,NA,Bowie County,NA,859,868,1101,1369,1657
48039,NA,Brazoria County,NA,1080,1240,1359,1839,2280
48041,NA,Brazos County,NA,1025,1082,1186,1649,1928
48043,NA,Brewster County,NA,772,808,993,1381,1461
48045,NA,Briscoe County,NA,789,811,1015,1321,1493
48047,NA,Brooks County,NA,756,778,973,1353,1432
48049,NA,Brown County,NA,792,823,1080,1362,1619
48051,NA,Burleson County,NA,1025,1082,1186,1649,1928
48053,NA,Burnet County,NA,969,997,1247,1645,1651
48055,NA,Caldwell County,NA,1474,1562,1852,2347,2760
48057,NA,Calhoun County,NA,756,888,973,1353,1432
48059,NA,Callahan County,NA,1010,1020,1276,1653,1987
48061,NA,Cameron County,NA,773,866,1047,1414,1479
48063,NA,Camp County,NA,749,754,973,1353,1432
48065,NA,Carson County,NA,778,903,1106,1503,1742
48067,NA,Cass County,NA,737,742,973,1328,1432
48069,NA,Castro County,NA,795,801,1050,1259,1545
48071,NA,Chambers County,NA,1280,1323,1573,2116,2639
48073,NA,Cherokee County,NA,751,756,984,1362,1448
48075,NA,Childress County,NA,816,853,1049,1409,1543
48077,NA,Clay County,NA,831,925,1136,1553,1759
48079,NA,Cochran County,NA,681,820,973,1170,1606
48081,NA,Coke County,NA,737,742,973,1234,1432
48083,NA,Coleman County,NA,797,803,1053,1263,1549
48085,NA,Collin County,NA,1582,1648,1931,2431,3091
48087,NA,Collingsworth County,NA,756,778,973,1266,1432
48089,NA,Colorado County,NA,892,917,1147,1375,1688
48091,NA,Comal County,NA,1077,1177,1426,1830,2132
48093,NA,Comanche County,NA,737,742,973,1353,1432
48095,NA,Concho County,NA,896,922,1153,1500,1696
48097,NA,Cooke County,NA,955,961,1261,1552,1719
48099,NA,Coryell County,NA,983,990,1233,1711,2068
48101,NA,Cottle County,NA,789,811,1015,1321,1493
48103,NA,Crane County,NA,762,783,980,1275,1442
48105,NA,Crockett County,NA,789,811,1015,1321,1493
48107,NA,Crosby County,NA,818,990,1175,1634,1940
48109,NA,Culberson County,NA,789,811,1015,1321,1493
48111,NA,Dallam County,NA,910,1067,1170,1558,1721
48113,NA,Dallas County,NA,1582,1648,1931,2431,3091
48115,NA,Dawson County,NA,818,823,1080,1295,1589
48117,NA,Deaf Smith County,NA,738,855,1070,1283,1604
48119,NA,Delta County,NA,756,808,973,1345,1359
48121,NA,Denton County,NA,1582,1648,1931,2431,3091
48123,NA,DeWitt County,NA,887,912,1141,1368,1679
48125,NA,Dickens County,NA,756,778,973,1167,1432
48127,NA,Dimmit County,NA,756,888,973,1353,1432
48129,NA,Donley County,NA,756,778,973,1178,1376
48131,NA,Duval County,NA,789,811,1015,1321,1493
48133,NA,Eastland County,NA,756,862,973,1353,1632
48135,NA,Ector County,NA,1245,1269,1595,1912,2213
48137,NA,Edwards County,NA,789,811,1015,1321,1493
48139,NA,Ellis County,NA,1582,1648,1931,2431,3091
48141,NA,El Paso County,NA,821,1013,1191,1633,1998
48143,NA,Erath County,NA,893,899,1179,1640,1913
48145,NA,Falls County,NA,671,742,973,1353,1632
48147,NA,Fannin County,NA,679,751,985,1370,1652
48149,NA,Fayette County,NA,771,882,1019,1388,1597
48151,NA,Fisher County,NA,751,755,973,1167,1432
48153,NA,Floyd County,NA,737,742,973,1167,1432
48155,NA,Foard County,NA,745,750,973,1266,1432
48157,NA,Fort Bend County,NA,1280,1323,1573,2116,2639
48159,NA,Franklin County,NA,861,885,1107,1327,1629
48161,NA,Freestone County,NA,737,742,973,1298,1432
48163,NA,Frio County,NA,846,870,1088,1416,1601
48165,NA,Gaines County,NA,756,832,973,1167,1432
48167,NA,Galveston County,NA,1280,1323,1573,2116,2639
48169,NA,Garza County,NA,681,820,973,1353,1569
48171,NA,Gillespie County,NA,1089,1096,1438,1806,2116
48173,NA,Glasscock County,NA,789,811,1015,1321,1493
48175,NA,Goliad County,NA,1146,1153,1442,1729,1909
48177,NA,Gonzales County,NA,671,742,973,1353,1396
48179,NA,Gray County,NA,785,790,1037,1243,1373
48181,NA,Grayson County,NA,1088,1089,1351,1879,2157
48183,NA,Gregg County,NA,1007,1013,1199,1606,1694
48185,NA,Grimes County,NA,830,853,1067,1287,1570
48187,NA,Guadalupe County,NA,1077,1177,1426,1830,2132
48189,NA,Hale County,NA,671,888,973,1304,1477
48191,NA,Hall County,NA,746,751,973,1353,1432
48193,NA,Hamilton County,NA,737,742,973,1309,1432
48195,NA,Hansford County,NA,843,848,1113,1379,1474
48197,NA,Hardeman County,NA,737,742,973,1220,1432
48199,NA,Hardin County,NA,892,898,1103,1446,1732
48201,NA,Harris County,NA,1280,1323,1573,2116,2639
48203,NA,Harrison County,NA,869,960,1260,1511,1668
48205,NA,Hartley County,NA,878,902,1129,1489,1495
48207,NA,Haskell County,NA,756,778,973,1353,1550
48209,NA,Hays County,NA,1474,1562,1852,2347,2760
48211,NA,Hemphill County,NA,756,778,973,1353,1432
48213,NA,Henderson County,NA,754,830,1009,1328,1494
48215,NA,Hidalgo County,NA,842,847,1060,1376,1522
48217,NA,Hill County,NA,705,802,1023,1397,1716
48219,NA,Hockley County,NA,848,854,973,1353,1632
48221,NA,Hood County,NA,1098,1237,1412,1693,2196
48223,NA,Hopkins County,NA,910,952,1115,1471,1476
48225,NA,Houston County,NA,740,745,978,1204,1295
48227,NA,Howard County,NA,918,924,1173,1406,1726
48229,NA,Hudspeth County,NA,671,828,973,1167,1632
48231,NA,Hunt County,NA,1582,1648,1931,2431,3091
48233,NA,Hutchinson County,NA,737,742,973,1353,1632
48235,NA,Irion County,NA,923,1049,1339,1821,2043
48237,NA,Jack County,NA,756,888,973,1353,1432
48239,NA,Jackson County,NA,822,940,1057,1267,1555
48241,NA,Jasper County,NA,756,838,973,1221,1432
48243,NA,Jeff Davis County,NA,789,811,1015,1321,1493
48245,NA,Jefferson County,NA,892,898,1103,1446,1732
48247,NA,Jim Hogg County,NA,756,778,973,1167,1432
48249,NA,Jim Wells County,NA,737,742,973,1289,1432
48251,NA,Johnson County,NA,1427,1473,1723,2273,2815
48253,NA,Jones County,NA,1010,1020,1276,1653,1987
48255,NA,Karnes County,NA,876,968,1270,1523,1869
48257,NA,Kaufman County,NA,1582,1648,1931,2431,3091
48259,NA,Kendall County,NA,1301,1311,1650,2176,2185
48261,NA,Kenedy County,NA,789,811,1015,1321,1493
48263,NA,Kent County,NA,789,811,1015,1321,1493
48265,NA,Kerr County,NA,869,965,1118,1475,1523
48267,NA,Kimble County,NA,737,742,973,1340,1432
48269,NA,King County,NA,789,811,1015,1321,1493
48271,NA,Kinney County,NA,789,811,1015,1321,1493
48273,NA,Kleberg County,NA,914,953,1238,1484,1822
48275,NA,Knox County,NA,756,778,973,1266,1432
48277,NA,Lamar County,NA,756,785,973,1294,1329
48279,NA,Lamb County,NA,737,742,973,1313,1632
48281,NA,Lampasas County,NA,808,813,1067,1475,1790
48283,NA,La Salle County,NA,789,811,1015,1321,1493
48285,NA,Lavaca County,NA,820,886,1055,1265,1770
48287,NA,Lee County,NA,887,912,1141,1430,1540
48289,NA,Leon County,NA,773,778,973,1283,1288
48291,NA,Liberty County,NA,1280,1323,1573,2116,2639
48293,NA,Limestone County,NA,737,742,973,1231,1432
48295,NA,Lipscomb County,NA,756,778,973,1270,1432
48297,NA,Live Oak County,NA,782,787,1033,1314,1547
48299,NA,Llano County,NA,839,845,1097,1526,1665
48301,NA,Loving County,NA,789,811,1015,1321,1493
48303,NA,Lubbock County,NA,818,990,1175,1634,1940
48305,NA,Lynn County,NA,705,767,1007,1207,1465
48307,NA,McCulloch County,NA,812,863,1045,1360,1538
48309,NA,McLennan County,NA,850,996,1240,1599,1644
48311,NA,McMullen County,NA,789,811,1015,1321,1493
48313,NA,Madison County,NA,737,742,973,1353,1432
48315,NA,Marion County,NA,756,778,973,1238,1432
48317,NA,Martin County,NA,1422,1441,1772,2215,2722
48319,NA,Mason County,NA,796,819,1024,1333,1507
48321,NA,Matagorda County,NA,912,960,1173,1498,1911
48323,NA,Maverick County,NA,814,888,973,1337,1499
48325,NA,Medina County,NA,905,912,1196,1578,1584
48327,NA,Menard County,NA,756,778,973,1353,1432
48329,NA,Midland County,NA,1424,1449,1780,2286,2667
48331,NA,Milam County,NA,785,790,1037,1302,1626
48333,NA,Mills County,NA,756,888,973,1353,1432
48335,NA,Mitchell County,NA,826,831,1091,1420,1605
48337,NA,Montague County,NA,820,856,1055,1467,1552
48339,NA,Montgomery County,NA,1280,1323,1573,2116,2639
48341,NA,Moore County,NA,786,791,1038,1305,1527
48343,NA,Morris County,NA,756,778,973,1254,1632
48345,NA,Motley County,NA,756,778,973,1167,1432
48347,NA,Nacogdoches County,NA,850,893,1067,1279,1696
48349,NA,Navarro County,NA,775,863,1055,1467,1552
48351,NA,Newton County,NA,756,778,973,1353,1594
48353,NA,Nolan County,NA,774,810,995,1384,1669
48355,NA,Nueces County,NA,1031,1117,1366,1796,2054
48357,NA,Ochiltree County,NA,776,798,998,1280,1468
48359,NA,Oldham County,NA,774,899,1101,1499,1734
48361,NA,Orange County,NA,892,898,1103,1446,1732
48363,NA,Palo Pinto County,NA,820,825,1068,1397,1792
48365,NA,Panola County,NA,753,758,995,1235,1434
48367,NA,Parker County,NA,1427,1473,1723,2273,2815
48369,NA,Parmer County,NA,823,828,1087,1303,1698
48371,NA,Pecos County,NA,756,888,973,1353,1432
48373,NA,Polk County,NA,849,855,1122,1345,1651
48375,NA,Potter County,NA,778,903,1106,1503,1742
48377,NA,Presidio County,NA,789,811,1015,1321,1493
48379,NA,Rains County,NA,756,888,973,1353,1632
48381,NA,Randall County,NA,778,903,1106,1503,1742
48383,NA,Reagan County,NA,789,811,1015,1321,1493
48385,NA,Real County,NA,812,953,1045,1360,1538
48387,NA,Red River County,NA,671,778,973,1353,1632
48389,NA,Reeves County,NA,842,988,1083,1299,1593
48391,NA,Refugio County,NA,756,778,973,1353,1432
48393,NA,Roberts County,NA,789,811,1015,1321,1493
48395,NA,Robertson County,NA,1025,1082,1186,1649,1928
48397,NA,Rockwall County,NA,1582,1648,1931,2431,3091
48399,NA,Runnels County,NA,809,815,1069,1282,1573
48401,NA,Rusk County,NA,890,895,1175,1451,1606
48403,NA,Sabine County,NA,737,742,973,1167,1432
48405,NA,San Augustine County,NA,789,811,1015,1321,1493
48407,NA,San Jacinto County,NA,935,1048,1149,1536,1928
48409,NA,San Patricio County,NA,1031,1117,1366,1796,2054
48411,NA,San Saba County,NA,781,786,1031,1288,1517
48413,NA,Schleicher County,NA,756,778,973,1266,1432
48415,NA,Scurry County,NA,862,1012,1109,1528,1588
48417,NA,Shackelford County,NA,756,778,973,1266,1432
48419,NA,Shelby County,NA,756,888,973,1353,1439
48421,NA,Sherman County,NA,756,778,973,1266,1432
48423,NA,Smith County,NA,984,1089,1338,1793,1981
48425,NA,Somervell County,NA,789,811,1015,1321,1493
48427,NA,Starr County,NA,737,742,973,1353,1490
48429,NA,Stephens County,NA,789,811,1015,1321,1493
48431,NA,Sterling County,NA,789,899,1133,1519,1871
48433,NA,Stonewall County,NA,789,811,1015,1321,1493
48435,NA,Sutton County,NA,737,742,973,1214,1432
48437,NA,Swisher County,NA,756,783,973,1353,1432
48439,NA,Tarrant County,NA,1427,1473,1723,2273,2815
48441,NA,Taylor County,NA,1010,1020,1276,1653,1987
48443,NA,Terrell County,NA,789,811,1015,1321,1493
48445,NA,Terry County,NA,756,778,973,1266,1432
48447,NA,Throckmorton County,NA,767,788,986,1182,1451
48449,NA,Titus County,NA,774,779,973,1263,1288
48451,NA,Tom Green County,NA,923,1049,1339,1821,2043
48453,NA,Travis County,NA,1474,1562,1852,2347,2760
48455,NA,Trinity County,NA,785,818,1010,1211,1486
48457,NA,Tyler County,NA,787,793,1040,1247,1604
48459,NA,Upshur County,NA,1007,1013,1199,1606,1694
48461,NA,Upton County,NA,789,811,1015,1321,1493
48463,NA,Uvalde County,NA,850,856,1123,1488,1751
48465,NA,Val Verde County,NA,857,863,1064,1450,1455
48467,NA,Van Zandt County,NA,839,844,1108,1458,1467
48469,NA,Victoria County,NA,1146,1153,1442,1729,1909
48471,NA,Walker County,NA,857,1097,1210,1602,1780
48473,NA,Waller County,NA,1280,1323,1573,2116,2639
48475,NA,Ward County,NA,945,963,1215,1576,1788
48477,NA,Washington County,NA,991,998,1309,1692,1733
48479,NA,Webb County,NA,956,962,1161,1499,1551
48481,NA,Wharton County,NA,758,838,1100,1500,1718
48483,NA,Wheeler County,NA,784,806,1008,1209,1483
48485,NA,Wichita County,NA,831,925,1136,1553,1759
48487,NA,Wilbarger County,NA,752,757,993,1191,1512
48489,NA,Willacy County,NA,737,742,973,1353,1432
48491,NA,Williamson County,NA,1474,1562,1852,2347,2760
48493,NA,Wilson County,NA,1077,1177,1426,1830,2132
48495,NA,Winkler County,NA,760,782,978,1173,1439
48497,NA,Wise County,NA,912,918,1205,1676,2021
48499,NA,Wood County,NA,705,814,1022,1260,1398
48501,NA,Yoakum County,NA,922,1082,1186,1422,1745
48503,NA,Young County,NA,756,761,998,1388,1468
48505,NA,Zapata County,NA,747,751,973,1167,1432
48507,NA,Zavala County,NA,756,778,973,1353,1432
49001,NA,Beaver County,NA,867,988,1186,1466,1635
49003,NA,Box Elder County,NA,771,983,1118,1555,1875
49005,NA,Cache County,NA,940,946,1241,1726,2082
49007,NA,Carbon County,NA,761,857,1041,1323,1628
49009,NA,Daggett County,NA,843,960,1153,1569,1934
49011,NA,Davis County,NA,1208,1281,1614,2163,2612
49013,NA,Duchesne County,NA,825,940,1129,1481,1571
49015,NA,Emery County,NA,711,888,973,1310,1632
49017,NA,Garfield County,NA,719,898,984,1211,1651
49019,NA,Grand County,NA,1143,1303,1564,2128,2624
49021,NA,Iron County,NA,819,888,1120,1558,1879
49023,NA,Juab County,NA,1257,1265,1460,2031,2449
49025,NA,Kane County,NA,1213,1265,1660,1990,2785
49027,NA,Millard County,NA,821,857,1124,1550,1555
49029,NA,Morgan County,NA,1208,1281,1614,2163,2612
49031,NA,Piute County,NA,843,960,1153,1569,1934
49033,NA,Rich County,NA,711,810,973,1299,1632
49035,NA,Salt Lake County,NA,1259,1456,1747,2333,2666
49037,NA,San Juan County,NA,836,872,1144,1372,1626
49039,NA,Sanpete County,NA,863,900,1181,1441,1564
49041,NA,Sevier County,NA,748,945,1085,1440,1547
49043,NA,Summit County,NA,1771,1887,2185,2958,3492
49045,NA,Tooele County,NA,902,946,1241,1667,2082
49047,NA,Uintah County,NA,754,846,1032,1406,1731
49049,NA,Utah County,NA,1257,1265,1460,2031,2449
49051,NA,Wasatch County,NA,1277,1594,1747,2430,2931
49053,NA,Washington County,NA,1210,1218,1575,2072,2624
49055,NA,Wayne County,NA,711,810,973,1228,1632
49057,NA,Weber County,NA,1208,1281,1614,2163,2612
50001,NA,Addison County,NA,1117,1124,1438,1761,2117
50003,NA,Bennington County,NA,1020,1142,1297,1804,2159
50005,NA,Caledonia County,NA,986,992,1159,1610,1732
50007,NA,Chittenden County,NA,1497,1651,2140,2745,2833
50009,NA,Essex County,NA,780,919,1007,1400,1640
50011,NA,Franklin County,NA,1497,1651,2140,2745,2833
50013,NA,Grand Isle County,NA,1497,1651,2140,2745,2833
50015,NA,Lamoille County,NA,986,1066,1345,1861,1868
50017,NA,Orange County,NA,1040,1167,1362,1757,1878
50019,NA,Orleans County,NA,940,993,1184,1528,1986
50021,NA,Rutland County,NA,1019,1026,1345,1638,1987
50023,NA,Washington County,NA,1122,1129,1482,1824,1962
50025,NA,Windham County,NA,1080,1161,1423,1710,1884
50027,NA,Windsor County,NA,1161,1168,1362,1786,1844
51001,NA,Accomack County,NA,740,856,1054,1367,1549
51003,NA,Albemarle County,NA,1421,1602,1824,2218,2731
51005,NA,Alleghany County,NA,773,778,914,1259,1358
51007,NA,Amelia County,NA,1442,1507,1655,2072,2553
51009,NA,Amherst County,NA,1027,1033,1187,1635,1750
51011,NA,Appomattox County,NA,1027,1033,1187,1635,1750
51013,NA,Arlington County,NA,1953,2015,2246,2835,3332
51015,NA,Augusta County,NA,1088,1095,1261,1734,1941
51017,NA,Bath County,NA,796,801,977,1171,1528
51019,NA,Bedford County,NA,1027,1033,1187,1635,1750
51021,NA,Bland County,NA,745,749,914,1271,1429
51023,NA,Botetourt County,NA,1004,1053,1254,1743,2104
51025,NA,Brunswick County,NA,745,749,914,1271,1389
51027,NA,Buchanan County,NA,792,834,914,1271,1494
51029,NA,Buckingham County,NA,830,875,959,1266,1419
51031,NA,Campbell County,NA,1027,1033,1187,1635,1750
51033,NA,Caroline County,NA,859,1021,1246,1733,2090
51035,NA,Carroll County,NA,765,770,914,1271,1481
51036,NA,Charles City County,NA,1442,1507,1655,2072,2553
51037,NA,Charlotte County,NA,692,697,914,1146,1533
51041,NA,Chesterfield County,NA,1442,1507,1655,2072,2553
51043,NA,Clarke County,NA,1953,2015,2246,2835,3332
51045,NA,Craig County,NA,1004,1053,1254,1743,2104
51047,NA,Culpeper County,NA,1149,1170,1423,1978,2007
51049,NA,Cumberland County,NA,812,817,997,1195,1673
51051,NA,Dickenson County,NA,745,749,914,1096,1346
51053,NA,Dinwiddie County,NA,1442,1507,1655,2072,2553
51057,NA,Essex County,NA,907,912,1113,1341,1556
51059,NA,Fairfax County,NA,1953,2015,2246,2835,3332
51061,NA,Fauquier County,NA,1953,2015,2246,2835,3332
51063,NA,Floyd County,NA,830,834,1094,1312,1448
51065,NA,Fluvanna County,NA,1421,1602,1824,2218,2731
51067,NA,Franklin County,NA,771,861,944,1313,1584
51069,NA,Frederick County,NA,1133,1255,1573,1965,2639
51071,NA,Giles County,NA,746,898,984,1180,1651
51073,NA,Gloucester County,NA,1492,1512,1713,2376,2797
51075,NA,Goochland County,NA,1442,1507,1655,2072,2553
51077,NA,Grayson County,NA,792,834,914,1241,1252
51079,NA,Greene County,NA,1421,1602,1824,2218,2731
51081,NA,Greensville County,NA,764,769,1001,1392,1679
51083,NA,Halifax County,NA,792,827,914,1167,1340
51085,NA,Hanover County,NA,1442,1507,1655,2072,2553
51087,NA,Henrico County,NA,1442,1507,1655,2072,2553
51089,NA,Henry County,NA,749,753,914,1096,1282
51091,NA,Highland County,NA,745,749,914,1233,1429
51093,NA,Isle of Wight County,NA,1492,1512,1713,2376,2797
51095,NA,James City County,NA,1492,1512,1713,2376,2797
51097,NA,King and Queen County,NA,1089,1139,1250,1536,1929
51099,NA,King George County,NA,1182,1211,1469,2043,2464
51101,NA,King William County,NA,1442,1507,1655,2072,2553
51103,NA,Lancaster County,NA,857,862,1052,1463,1765
51105,NA,Lee County,NA,693,697,914,1226,1429
51107,NA,Loudoun County,NA,1953,2015,2246,2835,3332
51109,NA,Louisa County,NA,1080,1138,1247,1734,1950
51111,NA,Lunenburg County,NA,692,697,914,1127,1254
51113,NA,Madison County,NA,923,971,1066,1483,1667
51115,NA,Mathews County,NA,1492,1512,1713,2376,2797
51117,NA,Mecklenburg County,NA,719,724,950,1224,1258
51119,NA,Middlesex County,NA,1052,1058,1291,1548,2018
51121,NA,Montgomery County,NA,910,993,1271,1706,2132
51125,NA,Nelson County,NA,1421,1602,1824,2218,2731
51127,NA,New Kent County,NA,1442,1507,1655,2072,2553
51131,NA,Northampton County,NA,719,723,949,1320,1592
51133,NA,Northumberland County,NA,1066,1073,1309,1569,2047
51135,NA,Nottoway County,NA,738,743,975,1356,1587
51137,NA,Orange County,NA,1005,1012,1234,1716,1929
51139,NA,Page County,NA,800,811,924,1157,1550
51141,NA,Patrick County,NA,758,763,914,1146,1429
51143,NA,Pittsylvania County,NA,630,738,914,1263,1415
51145,NA,Powhatan County,NA,1442,1507,1655,2072,2553
51147,NA,Prince Edward County,NA,916,922,1094,1312,1448
51149,NA,Prince George County,NA,1442,1507,1655,2072,2553
51153,NA,Prince William County,NA,1953,2015,2246,2835,3332
51155,NA,Pulaski County,NA,699,840,921,1252,1545
51157,NA,Rappahannock County,NA,1198,1254,1375,1649,2307
51159,NA,Richmond County,NA,876,882,1157,1464,1825
51161,NA,Roanoke County,NA,1004,1053,1254,1743,2104
51163,NA,Rockbridge County,NA,870,917,1005,1398,1686
51165,NA,Rockingham County,NA,1050,1057,1322,1801,2125
51167,NA,Russell County,NA,744,748,914,1156,1377
51169,NA,Scott County,NA,720,818,1044,1338,1464
51171,NA,Shenandoah County,NA,849,855,1091,1394,1523
51173,NA,Smyth County,NA,642,753,914,1191,1429
51175,NA,Southampton County,NA,811,817,1051,1346,1764
51177,NA,Spotsylvania County,NA,1953,2015,2246,2835,3332
51179,NA,Stafford County,NA,1953,2015,2246,2835,3332
51181,NA,Surry County,NA,905,920,1039,1445,1743
51183,NA,Sussex County,NA,1442,1507,1655,2072,2553
51185,NA,Tazewell County,NA,727,732,914,1096,1252
51187,NA,Warren County,NA,953,1002,1315,1754,2206
51191,NA,Washington County,NA,720,818,1044,1338,1464
51193,NA,Westmoreland County,NA,973,979,1194,1658,1810
51195,NA,Wise County,NA,692,697,914,1205,1429
51197,NA,Wythe County,NA,758,762,914,1212,1533
51199,NA,York County,NA,1492,1512,1713,2376,2797
51510,NA,Alexandria city,NA,1953,2015,2246,2835,3332
51520,NA,Bristol city,NA,720,818,1044,1338,1464
51530,NA,Buena Vista city,NA,870,917,1005,1398,1686
51540,NA,Charlottesville city,NA,1421,1602,1824,2218,2731
51550,NA,Chesapeake city,NA,1492,1512,1713,2376,2797
51570,NA,Colonial Heights city,NA,1442,1507,1655,2072,2553
51580,NA,Covington city,NA,773,778,914,1259,1358
51590,NA,Danville city,NA,630,738,914,1263,1415
51595,NA,Emporia city,NA,764,769,1001,1392,1679
51600,NA,Fairfax city,NA,1953,2015,2246,2835,3332
51610,NA,Falls Church city,NA,1953,2015,2246,2835,3332
51620,NA,Franklin city,NA,811,817,1051,1346,1764
51630,NA,Fredericksburg city,NA,1953,2015,2246,2835,3332
51640,NA,Galax city,NA,765,770,914,1271,1481
51650,NA,Hampton city,NA,1492,1512,1713,2376,2797
51660,NA,Harrisonburg city,NA,1050,1057,1322,1801,2125
51670,NA,Hopewell city,NA,1442,1507,1655,2072,2553
51678,NA,Lexington city,NA,870,917,1005,1398,1686
51680,NA,Lynchburg city,NA,1027,1033,1187,1635,1750
