fips,state_alpha,countyname,areaname,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
20145,NA,Pawnee County,NA,643,668,877,1183,1276
20147,NA,Phillips County,NA,643,695,877,1185,1276
20149,NA,Pottawatomie County,NA,870,875,1068,1485,1792
20151,NA,Pratt County,NA,643,766,877,1157,1161
20153,NA,Rawlins County,NA,697,726,952,1141,1385
20155,NA,Reno County,NA,660,729,957,1168,1326
20157,NA,Republic County,NA,643,800,877,1200,1276
20159,NA,Rice County,NA,643,668,877,1178,1276
20161,NA,Riley County,NA,870,875,1068,1485,1792
20163,NA,Rooks County,NA,643,668,877,1052,1276
20165,NA,Rush County,NA,643,710,877,1220,1302
20167,NA,Russell County,NA,643,765,877,1062,1276
20169,NA,Saline County,NA,765,770,1009,1222,1336
20171,NA,Scott County,NA,643,668,877,1132,1471
20173,NA,Sedgwick County,NA,782,849,1099,1444,1784
20175,NA,Seward County,NA,733,771,1000,1344,1505
20177,NA,Shawnee County,NA,792,820,1057,1392,1411
20179,NA,Sheridan County,NA,643,699,877,1052,1276
20181,NA,Sherman County,NA,683,710,932,1117,1356
20183,NA,Smith County,NA,643,762,877,1134,1276
20185,NA,Stafford County,NA,643,682,877,1167,1276
20187,NA,Stanton County,NA,643,668,877,1132,1276
20189,NA,Stevens County,NA,662,688,903,1100,1196
20191,NA,Sumner County,NA,751,812,1065,1277,1410
20193,NA,Thomas County,NA,643,688,877,1116,1276
20195,NA,Trego County,NA,643,782,877,1052,1276
20197,NA,Wabaunsee County,NA,792,820,1057,1392,1411
20199,NA,Wallace County,NA,643,758,877,1220,1276
20201,NA,Washington County,NA,696,701,877,1157,1161
20203,NA,Wichita County,NA,643,800,877,1220,1276
20205,NA,Wilson County,NA,643,668,877,1103,1419
20207,NA,Woodson County,NA,643,777,877,1194,1276
20209,NA,Wyandotte County,NA,1095,1197,1358,1769,2103
21001,NA,Adair County,NA,619,683,866,1204,1246
21003,NA,Allen County,NA,759,759,996,1224,1520
21005,NA,Anderson County,NA,745,951,1042,1323,1454
21007,NA,Ballard County,NA,800,817,1072,1285,1640
21009,NA,Barren County,NA,657,662,868,1102,1280
21011,NA,Bath County,NA,619,668,866,1124,1360
21013,NA,Bell County,NA,597,790,866,1133,1294
21015,NA,Boone County,NA,958,1051,1353,1785,1976
21017,NA,Bourbon County,NA,883,1079,1272,1743,1940
21019,NA,Boyd County,NA,848,853,973,1249,1410
21021,NA,Boyle County,NA,693,698,913,1200,1351
21023,NA,Bracken County,NA,958,1051,1353,1785,1976
21025,NA,Breathitt County,NA,619,714,866,1204,1259
21027,NA,Breckinridge County,NA,686,690,866,1204,1209
21029,NA,Bullitt County,NA,966,1047,1272,1625,1891
21031,NA,Butler County,NA,660,660,866,1204,1232
21033,NA,Caldwell County,NA,619,714,866,1038,1209
21035,NA,Calloway County,NA,785,837,1098,1317,1454
21037,NA,Campbell County,NA,958,1051,1353,1785,1976
21039,NA,Carlisle County,NA,683,717,915,1173,1399
21041,NA,Carroll County,NA,696,746,974,1168,1290
21043,NA,Carter County,NA,698,703,866,1204,1254
21045,NA,Casey County,NA,619,790,866,1038,1169
21047,NA,Christian County,NA,1090,1094,1346,1871,2258
21049,NA,Clark County,NA,883,1079,1272,1743,1940
21051,NA,Clay County,NA,662,759,866,1176,1308
21053,NA,Clinton County,NA,619,660,866,1041,1209
21055,NA,Crittenden County,NA,619,660,866,1038,1209
21057,NA,Cumberland County,NA,619,701,866,1204,1209
21059,NA,Daviess County,NA,840,846,1110,1466,1470
21061,NA,Edmonson County,NA,889,985,1153,1384,1806
21063,NA,Elliott County,NA,619,683,866,1081,1209
21065,NA,Estill County,NA,619,790,866,1120,1259
21067,NA,Fayette County,NA,883,1079,1272,1743,1940
21069,NA,Fleming County,NA,619,703,866,1142,1147
21071,NA,Floyd County,NA,646,689,904,1109,1212
21073,NA,Franklin County,NA,747,859,1083,1410,1680
21075,NA,Fulton County,NA,619,660,866,1204,1453
21077,NA,Gallatin County,NA,958,1051,1353,1785,1976
21079,NA,Garrard County,NA,643,821,900,1156,1285
21081,NA,Grant County,NA,823,899,1155,1385,1678
21083,NA,Graves County,NA,619,660,866,1204,1311
21085,NA,Grayson County,NA,708,712,866,1200,1209
21087,NA,Green County,NA,619,790,866,1142,1147
21089,NA,Greenup County,NA,848,853,973,1249,1410
21091,NA,Hancock County,NA,769,774,1016,1345,1347
21093,NA,Hardin County,NA,841,846,1056,1469,1771
21095,NA,Harlan County,NA,694,699,866,1142,1147
21097,NA,Harrison County,NA,619,790,866,1204,1214
21099,NA,Hart County,NA,619,747,866,1077,1198
21101,NA,Henderson County,NA,711,764,949,1220,1414
21103,NA,Henry County,NA,966,1047,1272,1625,1891
21105,NA,Hickman County,NA,619,660,866,1142,1147
21107,NA,Hopkins County,NA,662,686,900,1163,1330
21109,NA,Jackson County,NA,619,660,866,1204,1209
21111,NA,Jefferson County,NA,966,1047,1272,1625,1891
21113,NA,Jessamine County,NA,883,1079,1272,1743,1940
21115,NA,Johnson County,NA,619,696,866,1154,1280
21117,NA,Kenton County,NA,958,1051,1353,1785,1976
21119,NA,Knott County,NA,619,683,866,1038,1209
21121,NA,Knox County,NA,619,745,866,1038,1453
21123,NA,Larue County,NA,841,846,1056,1469,1771
21125,NA,Laurel County,NA,607,676,881,1068,1213
21127,NA,Lawrence County,NA,715,720,926,1110,1341
21129,NA,Lee County,NA,671,740,939,1126,1311
21131,NA,Leslie County,NA,619,790,866,1204,1209
21133,NA,Letcher County,NA,619,759,866,1166,1316
21135,NA,Lewis County,NA,619,660,866,1136,1209
21137,NA,Lincoln County,NA,619,753,866,1038,1147
21139,NA,Livingston County,NA,865,960,1158,1388,1771
21141,NA,Logan County,NA,632,660,866,1178,1311
21143,NA,Lyon County,NA,619,660,866,1204,1453
21145,NA,McCracken County,NA,729,851,1058,1269,1775
21147,NA,McCreary County,NA,619,790,866,1069,1209
21149,NA,McLean County,NA,840,846,1110,1466,1470
21151,NA,Madison County,NA,666,785,904,1257,1416
21153,NA,Magoffin County,NA,619,790,866,1038,1209
21155,NA,Marion County,NA,619,660,866,1093,1300
21157,NA,Marshall County,NA,632,772,884,1191,1269
21159,NA,Martin County,NA,619,683,866,1081,1209
21161,NA,Mason County,NA,629,764,913,1111,1274
21163,NA,Meade County,NA,814,819,1075,1463,1680
21165,NA,Menifee County,NA,619,683,866,1110,1209
21167,NA,Mercer County,NA,619,660,866,1204,1453
21169,NA,Metcalfe County,NA,619,755,866,1081,1209
21171,NA,Monroe County,NA,619,660,866,1204,1209
21173,NA,Montgomery County,NA,647,690,905,1194,1198
21175,NA,Morgan County,NA,619,660,866,1204,1272
21177,NA,Muhlenberg County,NA,619,660,866,1038,1224
21179,NA,Nelson County,NA,770,781,1016,1360,1704
21181,NA,Nicholas County,NA,619,696,866,1204,1311
21183,NA,Ohio County,NA,619,660,866,1043,1218
21185,NA,Oldham County,NA,966,1047,1272,1625,1891
21187,NA,Owen County,NA,711,758,995,1329,1389
21189,NA,Owsley County,NA,619,683,866,1115,1209
21191,NA,Pendleton County,NA,958,1051,1353,1785,1976
21193,NA,Perry County,NA,685,731,959,1150,1270
21195,NA,Pike County,NA,698,745,977,1171,1552
21197,NA,Powell County,NA,619,660,866,1204,1453
21199,NA,Pulaski County,NA,662,706,926,1110,1355
21201,NA,Robertson County,NA,619,660,866,1081,1209
21203,NA,Rockcastle County,NA,619,741,866,1126,1209
21205,NA,Rowan County,NA,628,735,911,1156,1528
21207,NA,Russell County,NA,619,660,866,1038,1147
21209,NA,Scott County,NA,883,1079,1272,1743,1940
21211,NA,Shelby County,NA,954,1027,1143,1417,1697
21213,NA,Simpson County,NA,754,872,1055,1405,1473
21215,NA,Spencer County,NA,966,1047,1272,1625,1891
21217,NA,Taylor County,NA,619,790,866,1204,1209
21219,NA,Todd County,NA,656,700,918,1151,1351
21221,NA,Trigg County,NA,1090,1094,1346,1871,2258
21223,NA,Trimble County,NA,715,780,1001,1320,1325
21225,NA,Union County,NA,651,694,911,1092,1206
21227,NA,Warren County,NA,889,985,1153,1384,1806
21229,NA,Washington County,NA,664,708,929,1226,1323
21231,NA,Wayne County,NA,619,677,866,1204,1453
21233,NA,Webster County,NA,619,660,866,1115,1209
21235,NA,Whitley County,NA,619,660,866,1038,1157
21237,NA,Wolfe County,NA,619,683,866,1081,1209
21239,NA,Woodford County,NA,883,1079,1272,1743,1940
22001,NA,Acadia Parish,NA,607,671,880,1055,1194
22003,NA,Allen Parish,NA,601,754,834,1048,1249
22005,NA,Ascension Parish,NA,1032,1064,1204,1511,1943
22007,NA,Assumption Parish,NA,801,806,967,1345,1556
22009,NA,Avoyelles Parish,NA,617,653,857,1087,1283
22011,NA,Beauregard Parish,NA,655,713,935,1155,1569
22013,NA,Bienville Parish,NA,601,707,834,1160,1399
22015,NA,Bossier Parish,NA,870,982,1111,1458,1552
22017,NA,Caddo Parish,NA,870,982,1111,1458,1552
22019,NA,Calcasieu Parish,NA,921,928,1217,1459,1611
22021,NA,Caldwell Parish,NA,604,647,834,1072,1249
22023,NA,Cameron Parish,NA,921,928,1217,1459,1611
22025,NA,Catahoula Parish,NA,601,647,834,1139,1249
22027,NA,Claiborne Parish,NA,601,706,834,1000,1249
22029,NA,Concordia Parish,NA,601,647,834,1139,1249
22031,NA,De Soto Parish,NA,870,982,1111,1458,1552
22033,NA,East Baton Rouge Parish,NA,1032,1064,1204,1511,1943
22035,NA,East Carroll Parish,NA,601,647,834,1139,1249
22037,NA,East Feliciana Parish,NA,1032,1064,1204,1511,1943
22039,NA,Evangeline Parish,NA,601,667,834,1085,1104
22041,NA,Franklin Parish,NA,601,698,834,1067,1249
22043,NA,Grant Parish,NA,728,780,994,1342,1523
22045,NA,Iberia Parish,NA,679,764,905,1193,1473
22047,NA,Iberville Parish,NA,747,790,866,1204,1453
22049,NA,Jackson Parish,NA,601,761,834,1160,1225
22051,NA,Jefferson Parish,NA,964,1113,1331,1701,1996
22053,NA,Jefferson Davis Parish,NA,601,664,871,1201,1461
22055,NA,Lafayette Parish,NA,779,898,1019,1301,1581
22057,NA,Lafourche Parish,NA,760,904,1102,1330,1459
22059,NA,La Salle Parish,NA,614,660,851,1073,1428
22061,NA,Lincoln Parish,NA,649,695,881,1156,1440
22063,NA,Livingston Parish,NA,1032,1064,1204,1511,1943
22065,NA,Madison Parish,NA,616,638,834,1100,1399
22067,NA,Morehouse Parish,NA,631,636,834,1143,1172
22069,NA,Natchitoches Parish,NA,634,705,925,1146,1373
22071,NA,Orleans Parish,NA,964,1113,1331,1701,1996
22073,NA,Ouachita Parish,NA,765,793,1026,1319,1358
22075,NA,Plaquemines Parish,NA,964,1113,1331,1701,1996
22077,NA,Pointe Coupee Parish,NA,1032,1064,1204,1511,1943
22079,NA,Rapides Parish,NA,728,780,994,1342,1523
22081,NA,Red River Parish,NA,601,647,834,1073,1251
22083,NA,Richland Parish,NA,754,759,944,1132,1344
22085,NA,Sabine Parish,NA,681,686,884,1065,1241
22087,NA,St. Bernard Parish,NA,964,1113,1331,1701,1996
22089,NA,St. Charles Parish,NA,964,1113,1331,1701,1996
22091,NA,St. Helena Parish,NA,1032,1064,1204,1511,1943
22093,NA,St. James Parish,NA,697,702,921,1281,1315
22095,NA,St. John the Baptist Parish,NA,964,1113,1331,1701,1996
22097,NA,St. Landry Parish,NA,631,636,834,1040,1202
22099,NA,St. Martin Parish,NA,779,898,1019,1301,1581
22101,NA,St. Mary Parish,NA,717,722,947,1244,1512
22103,NA,St. Tammany Parish,NA,990,1130,1331,1724,1996
22105,NA,Tangipahoa Parish,NA,831,848,1099,1372,1455
22107,NA,Tensas Parish,NA,601,761,834,1160,1249
22109,NA,Terrebonne Parish,NA,760,904,1102,1330,1459
22111,NA,Union Parish,NA,765,793,1026,1319,1358
22113,NA,Vermilion Parish,NA,580,761,834,1100,1104
22115,NA,Vernon Parish,NA,788,793,1041,1336,1433
22117,NA,Washington Parish,NA,727,761,834,1160,1388
22119,NA,Webster Parish,NA,600,651,854,1130,1131
22121,NA,West Baton Rouge Parish,NA,1032,1064,1204,1511,1943
22123,NA,West Carroll Parish,NA,601,636,834,1088,1138
22125,NA,West Feliciana Parish,NA,1032,1064,1204,1511,1943
22127,NA,Winn Parish,NA,601,761,834,1160,1249
23001,NA,Androscoggin County,NA,1140,1218,1586,2050,2305
23003,NA,Aroostook County,NA,942,949,1224,1672,1739
23005,NA,Cumberland County,NA,1469,1658,2130,2591,3038
23007,NA,Franklin County,NA,911,1008,1322,1750,1757
23009,NA,Hancock County,NA,1227,1234,1501,2047,2055
23011,NA,Kennebec County,NA,1082,1090,1416,1819,2158
23013,NA,Knox County,NA,1223,1270,1526,1928,2085
23015,NA,Lincoln County,NA,1222,1280,1403,1936,1943
23017,NA,Oxford County,NA,893,989,1295,1801,2172
23019,NA,Penobscot County,NA,1244,1313,1659,2133,2242
23021,NA,Piscataquis County,NA,978,1081,1419,1701,1879
23023,NA,Sagadahoc County,NA,1105,1264,1577,2193,2645
23025,NA,Somerset County,NA,1015,1083,1266,1689,1812
23027,NA,Waldo County,NA,1156,1163,1438,1865,2025
23029,NA,Washington County,NA,863,954,1252,1739,1943
23031,NA,York County,NA,1518,1678,2202,2640,3694
24001,NA,Allegany County,NA,694,823,973,1333,1452
24003,NA,Anne Arundel County,NA,1362,1511,1857,2358,2611
24005,NA,Baltimore County,NA,1362,1511,1857,2358,2611
24009,NA,Calvert County,NA,1811,1851,2083,2639,3106
24011,NA,Caroline County,NA,995,1001,1314,1642,2184
24013,NA,Carroll County,NA,1362,1511,1857,2358,2611
24015,NA,Cecil County,NA,1397,1520,1810,2170,2423
24017,NA,Charles County,NA,1953,2015,2246,2835,3332
24019,NA,Dorchester County,NA,947,952,1144,1591,1919
24021,NA,Frederick County,NA,1953,2015,2246,2835,3332
24023,NA,Garrett County,NA,848,864,973,1353,1441
24025,NA,Harford County,NA,1362,1511,1857,2358,2611
24027,NA,Howard County,NA,1362,1511,1857,2358,2611
24029,NA,Kent County,NA,1062,1137,1246,1635,2090
24031,NA,Montgomery County,NA,1953,2015,2246,2835,3332
24033,NA,Prince George's County,NA,1953,2015,2246,2835,3332
24035,NA,Queen Anne's County,NA,1362,1511,1857,2358,2611
24037,NA,St. Mary's County,NA,1394,1672,1833,2264,2889
24039,NA,Somerset County,NA,901,907,1167,1586,1667
24041,NA,Talbot County,NA,1201,1282,1409,1960,2364
24043,NA,Washington County,NA,869,961,1261,1700,1901
24045,NA,Wicomico County,NA,1054,1061,1378,1818,1825
24047,NA,Worcester County,NA,1027,1035,1194,1661,1919
24510,NA,Baltimore city,NA,1362,1511,1857,2358,2611
25001,NA,Barnstable County,NA,1834,1846,2422,2985,3428
25003,NA,Berkshire County,NA,1250,1302,1709,2206,2867
25005,NA,Bristol County,NA,1931,1943,2550,3057,3679
25007,NA,Dukes County,NA,1623,1633,2143,2980,3164
25009,NA,Essex County,NA,2359,2476,2941,3526,3894
25011,NA,Franklin County,NA,1287,1422,1866,2237,2471
25013,NA,Hampden County,NA,1219,1382,1734,2127,2296
25015,NA,Hampshire County,NA,1382,1580,2004,2504,2702
25017,NA,Middlesex County,NA,2359,2476,2941,3526,3894
25019,NA,Nantucket County,NA,2409,2425,3138,4143,5260
25021,NA,Norfolk County,NA,2359,2476,2941,3526,3894
25023,NA,Plymouth County,NA,2359,2476,2941,3526,3894
25025,NA,Suffolk County,NA,2359,2476,2941,3526,3894
25027,NA,Worcester County,NA,1588,1651,2166,3012,3380
26001,NA,Alcona County,NA,689,807,973,1333,1380
26003,NA,Alger County,NA,759,817,1072,1285,1419
26005,NA,Allegan County,NA,959,966,1267,1583,1761
26007,NA,Alpena County,NA,689,767,973,1212,1632
26009,NA,Antrim County,NA,801,897,1162,1393,1613
26011,NA,Arenac County,NA,671,742,973,1353,1519
26013,NA,Baraga County,NA,689,742,973,1167,1299
26015,NA,Barry County,NA,1010,1017,1334,1735,2013
26017,NA,Bay County,NA,809,814,1030,1399,1518
26019,NA,Benzie County,NA,904,937,1224,1586,1720
26021,NA,Berrien County,NA,816,902,1184,1556,1568
26023,NA,Branch County,NA,689,840,973,1324,1329
26025,NA,Calhoun County,NA,833,976,1176,1410,1565
26027,NA,Cass County,NA,775,906,993,1272,1666
26029,NA,Charlevoix County,NA,736,800,1039,1445,1622
26031,NA,Cheboygan County,NA,746,803,1054,1264,1403
26033,NA,Chippewa County,NA,735,823,1066,1278,1411
26035,NA,Clare County,NA,698,751,986,1189,1611
26037,NA,Clinton County,NA,973,1012,1268,1627,1679
26039,NA,Crawford County,NA,716,875,1038,1245,1472
26041,NA,Delta County,NA,714,742,973,1288,1632
26043,NA,Dickinson County,NA,689,841,973,1182,1632
26045,NA,Eaton County,NA,973,1012,1268,1627,1679
26047,NA,Emmet County,NA,863,941,1235,1481,1635
26049,NA,Genesee County,NA,731,856,1033,1272,1497
26051,NA,Gladwin County,NA,689,742,973,1353,1606
26053,NA,Gogebic County,NA,689,761,973,1353,1411
26055,NA,Grand Traverse County,NA,1136,1143,1357,1747,1797
26057,NA,Gratiot County,NA,689,742,973,1304,1455
26059,NA,Hillsdale County,NA,691,764,1002,1252,1327
26061,NA,Houghton County,NA,795,800,973,1353,1632
26063,NA,Huron County,NA,689,806,973,1197,1288
26065,NA,Ingham County,NA,973,1012,1268,1627,1679
26067,NA,Ionia County,NA,834,921,1209,1481,1931
26069,NA,Iosco County,NA,819,824,973,1348,1632
26071,NA,Iron County,NA,756,814,1068,1281,1414
26073,NA,Isabella County,NA,875,880,1013,1321,1341
26075,NA,Jackson County,NA,838,946,1165,1534,1626
26077,NA,Kalamazoo County,NA,838,998,1162,1531,1571
26079,NA,Kalkaska County,NA,719,766,973,1286,1291
26081,NA,Kent County,NA,1232,1278,1531,1980,2189
26083,NA,Keweenaw County,NA,689,849,973,1242,1380
26085,NA,Lake County,NA,704,758,994,1367,1660
26087,NA,Lapeer County,NA,1009,1122,1411,1724,1868
26089,NA,Leelanau County,NA,1106,1366,1497,1795,1982
26091,NA,Lenawee County,NA,804,889,1166,1491,1622
26093,NA,Livingston County,NA,1005,1264,1457,2026,2285
26095,NA,Luce County,NA,699,753,988,1185,1353
26097,NA,Mackinac County,NA,775,780,1023,1227,1451
26099,NA,Macomb County,NA,1009,1122,1411,1724,1868
26101,NA,Manistee County,NA,742,799,1048,1332,1388
26103,NA,Marquette County,NA,784,973,1137,1363,1665
26105,NA,Mason County,NA,726,816,1026,1366,1374
26107,NA,Mecosta County,NA,715,796,1010,1288,1432
26109,NA,Menominee County,NA,697,771,973,1353,1380
26111,NA,Midland County,NA,907,925,1193,1518,1682
26113,NA,Missaukee County,NA,689,787,973,1194,1288
26115,NA,Monroe County,NA,914,1011,1326,1605,2147
26117,NA,Montcalm County,NA,829,1016,1203,1473,1593
26119,NA,Montmorency County,NA,689,888,973,1353,1380
26121,NA,Muskegon County,NA,866,942,1236,1490,1636
26123,NA,Newaygo County,NA,691,744,976,1294,1298
26125,NA,Oakland County,NA,1009,1122,1411,1724,1868
26127,NA,Oceana County,NA,689,742,973,1200,1550
26129,NA,Ogemaw County,NA,682,843,989,1186,1309
26131,NA,Ontonagon County,NA,689,888,973,1242,1632
26133,NA,Osceola County,NA,744,749,983,1182,1394
26135,NA,Oscoda County,NA,689,742,973,1287,1380
26137,NA,Otsego County,NA,852,858,1100,1445,1560
26139,NA,Ottawa County,NA,1047,1333,1519,1930,2256
26141,NA,Presque Isle County,NA,671,742,973,1167,1506
26143,NA,Roscommon County,NA,689,742,973,1242,1632
26145,NA,Saginaw County,NA,770,851,1117,1440,1479
26147,NA,St. Clair County,NA,1009,1122,1411,1724,1868
26149,NA,St. Joseph County,NA,721,777,1019,1380,1480
26151,NA,Sanilac County,NA,671,742,973,1253,1316
26153,NA,Schoolcraft County,NA,689,858,973,1338,1380
26155,NA,Shiawassee County,NA,787,812,1066,1428,1571
26157,NA,Tuscola County,NA,671,786,973,1288,1420
26159,NA,Van Buren County,NA,701,774,1016,1338,1396
26161,NA,Washtenaw County,NA,1365,1387,1656,1986,2193
26163,NA,Wayne County,NA,1009,1122,1411,1724,1868
26165,NA,Wexford County,NA,821,826,1084,1368,1585
27001,NA,Aitkin County,NA,737,742,973,1353,1471
27003,NA,Anoka County,NA,1242,1405,1709,2262,2531
27005,NA,Becker County,NA,708,783,1027,1341,1474
27007,NA,Beltrami County,NA,870,876,1135,1361,1715
27009,NA,Benton County,NA,874,919,1206,1604,1873
27011,NA,Big Stone County,NA,671,816,973,1178,1329
27013,NA,Blue Earth County,NA,971,977,1171,1629,1916
27015,NA,Brown County,NA,671,742,973,1177,1609
27017,NA,Carlton County,NA,849,978,1232,1689,2067
27019,NA,Carver County,NA,1242,1405,1709,2262,2531
27021,NA,Cass County,NA,729,768,973,1300,1632
27023,NA,Chippewa County,NA,671,772,973,1353,1382
27025,NA,Chisago County,NA,1242,1405,1709,2262,2531
27027,NA,Clay County,NA,768,917,1112,1547,1865
27029,NA,Clearwater County,NA,671,785,973,1179,1632
27031,NA,Cook County,NA,671,888,973,1288,1415
27033,NA,Cottonwood County,NA,671,766,973,1353,1415
27035,NA,Crow Wing County,NA,772,854,1120,1345,1569
27037,NA,Dakota County,NA,1242,1405,1709,2262,2531
27039,NA,Dodge County,NA,1112,1189,1407,1957,2360
27041,NA,Douglas County,NA,737,772,991,1378,1441
27043,NA,Faribault County,NA,671,790,973,1312,1317
27045,NA,Fillmore County,NA,774,779,1022,1370,1375
27047,NA,Freeborn County,NA,672,742,974,1283,1432
27049,NA,Goodhue County,NA,755,901,1095,1523,1837
27051,NA,Grant County,NA,671,742,973,1353,1632
27053,NA,Hennepin County,NA,1242,1405,1709,2262,2531
27055,NA,Houston County,NA,804,889,1166,1515,1903
27057,NA,Hubbard County,NA,695,768,1008,1395,1642
27059,NA,Isanti County,NA,1242,1405,1709,2262,2531
27061,NA,Itasca County,NA,754,860,1074,1401,1516
27063,NA,Jackson County,NA,671,846,973,1283,1288
27065,NA,Kanabec County,NA,671,858,973,1353,1387
27067,NA,Kandiyohi County,NA,782,787,973,1353,1632
27069,NA,Kittson County,NA,684,745,973,1167,1415
27071,NA,Koochiching County,NA,671,742,973,1243,1415
27073,NA,Lac qui Parle County,NA,671,833,973,1353,1415
27075,NA,Lake County,NA,880,973,1277,1531,1869
27077,NA,Lake of the Woods County,NA,699,773,1014,1216,1474
27079,NA,Le Sueur County,NA,816,822,1078,1499,1748
27081,NA,Lincoln County,NA,671,742,973,1283,1288
27083,NA,Lyon County,NA,678,834,973,1353,1632
27085,NA,McLeod County,NA,823,865,999,1198,1662
27087,NA,Mahnomen County,NA,671,742,973,1217,1488
27089,NA,Marshall County,NA,671,742,973,1182,1632
27091,NA,Martin County,NA,671,803,973,1283,1288
27093,NA,Meeker County,NA,687,854,997,1387,1407
27095,NA,Mille Lacs County,NA,850,856,1123,1346,1884
27097,NA,Morrison County,NA,671,757,973,1353,1454
27099,NA,Mower County,NA,723,799,1049,1350,1461
27101,NA,Murray County,NA,671,852,973,1232,1573
27103,NA,Nicollet County,NA,971,977,1171,1629,1916
27105,NA,Nobles County,NA,723,799,1049,1294,1389
27107,NA,Norman County,NA,671,742,973,1167,1288
27109,NA,Olmsted County,NA,1112,1189,1407,1957,2360
27111,NA,Otter Tail County,NA,678,749,983,1367,1432
27113,NA,Pennington County,NA,774,855,1122,1496,1631
27115,NA,Pine County,NA,834,839,1101,1320,1458
27117,NA,Pipestone County,NA,671,742,973,1203,1538
27119,NA,Polk County,NA,863,868,1089,1515,1827
27121,NA,Pope County,NA,726,803,1053,1263,1394
27123,NA,Ramsey County,NA,1242,1405,1709,2262,2531
27125,NA,Red Lake County,NA,671,742,973,1277,1288
27127,NA,Redwood County,NA,671,742,973,1321,1566
27129,NA,Renville County,NA,776,781,973,1353,1602
27131,NA,Rice County,NA,899,905,1187,1534,1991
27133,NA,Rock County,NA,727,742,973,1353,1357
27135,NA,Roseau County,NA,671,867,973,1256,1450
27137,NA,St. Louis County,NA,849,978,1232,1689,2067
27139,NA,Scott County,NA,1242,1405,1709,2262,2531
27141,NA,Sherburne County,NA,1242,1405,1709,2262,2531
27143,NA,Sibley County,NA,671,742,973,1299,1304
27145,NA,Stearns County,NA,874,919,1206,1604,1873
27147,NA,Steele County,NA,787,870,1142,1549,1816
27149,NA,Stevens County,NA,683,755,991,1378,1662
27151,NA,Swift County,NA,671,768,973,1285,1314
27153,NA,Todd County,NA,737,742,973,1318,1550
27155,NA,Traverse County,NA,671,742,973,1353,1609
27157,NA,Wabasha County,NA,872,913,1001,1334,1679
27159,NA,Wadena County,NA,701,783,1016,1218,1345
27161,NA,Waseca County,NA,677,742,973,1353,1495
27163,NA,Washington County,NA,1242,1405,1709,2262,2531
27165,NA,Watonwan County,NA,671,842,973,1283,1288
27167,NA,Wilkin County,NA,671,751,973,1283,1288
27169,NA,Winona County,NA,791,868,1066,1336,1543
27171,NA,Wright County,NA,1242,1405,1709,2262,2531
27173,NA,Yellow Medicine County,NA,671,753,973,1169,1312
28001,NA,Adams County,NA,727,768,842,1111,1115
28003,NA,Alcorn County,NA,727,768,842,1158,1162
28005,NA,Amite County,NA,708,713,855,1047,1139
28007,NA,Attala County,NA,638,642,842,1115,1118
28009,NA,Benton County,NA,727,768,842,1157,1284
28011,NA,Bolivar County,NA,638,642,842,1096,1115
28013,NA,Calhoun County,NA,637,642,842,1167,1217
28015,NA,Carroll County,NA,708,713,842,1049,1118
28017,NA,Chickasaw County,NA,638,642,842,1121,1411
28019,NA,Choctaw County,NA,638,642,842,1115,1118
28021,NA,Claiborne County,NA,708,713,842,1111,1118
28023,NA,Clarke County,NA,750,783,867,1044,1150
28025,NA,Clay County,NA,708,713,842,1159,1412
28027,NA,Coahoma County,NA,730,748,842,1177,1380
28029,NA,Copiah County,NA,1091,1097,1288,1544,1705
28031,NA,Covington County,NA,708,713,842,1111,1115
28033,NA,DeSoto County,NA,1060,1154,1274,1683,1959
28035,NA,Forrest County,NA,766,888,1047,1348,1386
28037,NA,Franklin County,NA,727,759,842,1115,1118
28039,NA,George County,NA,775,779,921,1104,1451
28041,NA,Greene County,NA,727,768,842,1012,1118
28043,NA,Grenada County,NA,690,694,911,1092,1206
28045,NA,Hancock County,NA,786,923,1140,1471,1612
28047,NA,Harrison County,NA,786,923,1140,1471,1612
28049,NA,Hinds County,NA,1091,1097,1288,1544,1705
28051,NA,Holmes County,NA,733,768,842,1111,1115
28053,NA,Humphreys County,NA,727,768,842,1111,1115
28055,NA,Issaquena County,NA,708,713,842,1049,1118
28057,NA,Itawamba County,NA,749,753,891,1068,1180
28059,NA,Jackson County,NA,929,951,1067,1448,1762
28061,NA,Jasper County,NA,708,713,842,1115,1118
28063,NA,Jefferson County,NA,708,713,842,1111,1118
28065,NA,Jefferson Davis County,NA,693,698,842,1020,1118
28067,NA,Jones County,NA,694,699,917,1099,1247
28069,NA,Kemper County,NA,708,713,842,1115,1118
28071,NA,Lafayette County,NA,1047,1053,1243,1539,1646
28073,NA,Lamar County,NA,766,888,1047,1348,1386
28075,NA,Lauderdale County,NA,781,812,906,1204,1265
28077,NA,Lawrence County,NA,653,657,863,1068,1148
28079,NA,Leake County,NA,803,808,955,1145,1264
28081,NA,Lee County,NA,847,852,994,1257,1316
28083,NA,Leflore County,NA,638,642,842,1055,1115
28085,NA,Lincoln County,NA,645,649,852,1126,1129
28087,NA,Lowndes County,NA,738,743,872,1195,1263
28089,NA,Madison County,NA,1091,1097,1288,1544,1705
28091,NA,Marion County,NA,651,655,860,1031,1366
28093,NA,Marshall County,NA,840,846,1110,1331,1835
28095,NA,Monroe County,NA,727,768,842,1012,1115
28097,NA,Montgomery County,NA,727,768,842,1061,1118
