imdb_id,series_title,my_series_rating,season,episode,title,rating,votes,release_year
tt3279494,@midnight,7,2,85,Episode #2.85,6.3,9,2013
tt3279494,@midnight,7,2,86,Episode #2.86,6,9,2013
tt3279494,@midnight,7,2,87,Episode #2.87,5.2,9,2013
tt3279494,@midnight,7,2,91,Episode #2.91,5.6,8,2013
tt3279494,@midnight,7,2,92,Episode #2.92,6.2,8,2013
tt3279494,@midnight,7,2,93,Episode #2.93,6.4,9,2013
tt3279494,@midnight,7,2,94,Episode #2.94,6,8,2013
tt3279494,@midnight,7,2,95,Episode #2.95,5.4,9,2013
tt3279494,@midnight,7,2,96,Episode #2.96,5,9,2013
tt3279494,@midnight,7,2,97,Episode #2.97,4.8,8,2013
tt3279494,@midnight,7,2,98,Episode #2.98,4.2,8,2013
tt3279494,@midnight,7,2,99,Episode #2.99,5.4,9,2013
tt3279494,@midnight,7,2,100,Episode #2.100,5.6,9,2013
tt3279494,@midnight,7,2,101,Episode #2.101,6,9,2013
tt3279494,@midnight,7,2,102,Episode #2.102,6.4,9,2013
tt3279494,@midnight,7,2,104,Episode #2.104,5.2,9,2013
tt3279494,@midnight,7,2,105,Episode #2.105,5.2,9,2013
tt3279494,@midnight,7,2,108,Episode #2.108,6.4,9,2013
tt3279494,@midnight,7,3,2,Episode #3.2,8.2,11,2013
tt3279494,@midnight,7,3,115,Episode #3.115,7.6,9,2013
tt3279494,@midnight,7,3,118,"June 14, 2016",7.2,9,2013
tt3279494,@midnight,7,3,146,Episode #3.146,6.3,9,2013
tt3279494,@midnight,7,3,148,Episode #3.148,8.2,9,2013
tt3279494,@midnight,7,3,150,Episode #3.150,6,8,2013
tt3279494,@midnight,7,4,9,Episode #4.9,6.6,8,2013
tt3279494,@midnight,7,4,11,Episode #4.11,6.4,8,2013
tt3279494,@midnight,7,4,18,Episode #4.18,7.2,10,2013
tt3279494,@midnight,7,4,19,Episode #4.19,5.3,11,2013
tt3279494,@midnight,7,4,21,Episode #4.21,5.5,9,2013
tt3279494,@midnight,7,4,22,Episode #4.22,5.4,8,2013
tt3279494,@midnight,7,4,25,"November 15, 2016",7.8,8,2013
tt3279494,@midnight,7,4,60,"February 7, 2017",7.8,8,2013
tt3279494,@midnight,7,4,141,"August 4, 2017",7.9,11,2013
tt5034326,Adam Ruins Everything,9,1,1,Adam Ruins Giving,8.4,290,2015
tt5034326,Adam Ruins Everything,9,1,2,Adam Ruins Security,8.2,251,2015
tt5034326,Adam Ruins Everything,9,1,3,Adam Ruins Cars,8.2,252,2015
tt5034326,Adam Ruins Everything,9,1,4,Adam Ruins Forensic Science,8.3,226,2015
tt5034326,Adam Ruins Everything,9,1,5,Adam Ruins Restaurants,8.3,223,2015
tt5034326,Adam Ruins Everything,9,1,6,Adam Ruins Hygiene,8,215,2015
tt5034326,Adam Ruins Everything,9,1,7,Adam Ruins Voting,8.1,216,2015
tt5034326,Adam Ruins Everything,9,1,8,Adam Ruins Work,8.2,195,2015
tt5034326,Adam Ruins Everything,9,1,9,Adam Ruins Summer Fun,8,198,2015
tt5034326,Adam Ruins Everything,9,1,10,Adam Ruins Sex,8.4,204,2015
tt5034326,Adam Ruins Everything,9,1,11,Adam Ruins Nutrition,8.2,187,2015
tt5034326,Adam Ruins Everything,9,1,12,Adam Ruins Death,8.5,274,2015
tt5034326,Adam Ruins Everything,9,1,13,Adam Ruins Hollywood,8.1,175,2015
tt5034326,Adam Ruins Everything,9,1,14,Adam Ruins Football,7.8,167,2015
tt5034326,Adam Ruins Everything,9,1,15,Adam Ruins Weddings,8.1,177,2015
tt5034326,Adam Ruins Everything,9,1,16,Adam Ruins Shopping Malls,7.8,168,2015
tt5034326,Adam Ruins Everything,9,1,17,Adam Ruins Animals,8,150,2015
tt5034326,Adam Ruins Everything,9,1,18,Adam Ruins Immigration,7.6,231,2015
tt5034326,Adam Ruins Everything,9,1,19,Adam Ruins Housing,7.7,151,2015
tt5034326,Adam Ruins Everything,9,1,20,Adam Ruins Drugs,8.3,178,2015
tt5034326,Adam Ruins Everything,9,1,21,Adam Ruins Prison,8.1,140,2015
tt5034326,Adam Ruins Everything,9,1,22,Adam Ruins the Wild West,7.9,149,2015
tt5034326,Adam Ruins Everything,9,1,23,Adam Ruins the Internet,8,133,2015
tt5034326,Adam Ruins Everything,9,1,24,Adam Ruins Justice,7.9,130,2015
tt5034326,Adam Ruins Everything,9,1,25,Adam Ruins Christmas,7.7,145,2015
tt5034326,Adam Ruins Everything,9,1,26,Adam Ruins Going Green,7.4,139,2015
tt5034326,Adam Ruins Everything,9,1,27,Why the 2016 Election Is Just a Big Rerun Special,6.7,78,2015
tt5034326,Adam Ruins Everything,9,2,1,Adam Ruins Having a Baby,7.6,161,2015
tt5034326,Adam Ruins Everything,9,2,2,Adam Ruins Weight Loss,7.8,151,2015
tt5034326,Adam Ruins Everything,9,2,3,Adam Ruins the Hospital,7.9,150,2015
tt5034326,Adam Ruins Everything,9,2,4,Adam Ruins Dating,7.4,140,2015
tt5034326,Adam Ruins Everything,9,2,5,Adam Ruins Fine Art,7.9,143,2015
tt5034326,Adam Ruins Everything,9,2,6,Adam Ruins What We Learned in School,7.9,137,2015
tt5034326,Adam Ruins Everything,9,2,7,Adam Ruins College,7.1,132,2015
tt5034326,Adam Ruins Everything,9,2,8,Emily Ruins Adam Ruins Everything,8,149,2015
tt5034326,Adam Ruins Everything,9,2,9,Adam Ruins His Vacation,6.8,131,2015
tt5034326,Adam Ruins Everything,9,2,10,Adam Ruins The Suburbs,7.5,142,2015
tt5034326,Adam Ruins Everything,9,2,11,Adam Ruins The Economy,7.1,129,2015
tt5034326,Adam Ruins Everything,9,2,12,Adam Ruins Conspiracy Theories,7.7,144,2015
tt5034326,Adam Ruins Everything,9,2,13,Adam Ruins Spa Day,6.8,126,2015
tt5034326,Adam Ruins Everything,9,2,14,Adam Ruins Halloween,6.7,125,2015
tt5034326,Adam Ruins Everything,9,2,15,Adam Ruins Science,6.9,120,2015
tt5034326,Adam Ruins Everything,9,2,16,Adam Ruins The Future,6.4,111,2015
tt5034326,Adam Ruins Everything,9,2,17,Reanimated History: Give Me Liberty or Give Me Truth,6.5,118,2015
tt5034326,Adam Ruins Everything,9,2,18,Reanimated History: The First Factsgiving,6.7,113,2015
tt5034326,Adam Ruins Everything,9,2,19,Reanimated History: Mutually Assured Ruination,6.2,102,2015
tt5034326,Adam Ruins Everything,9,2,20,Reanimated History: An Ancient History of Violence,6.4,107,2015
tt5034326,Adam Ruins Everything,9,2,21,Reanimated History: The Copernican Ruin-aissance,6.4,96,2015
tt5034326,Adam Ruins Everything,9,2,22,Reanimated History: 100 Years Ago Today,6.4,97,2015
tt5034326,Adam Ruins Everything,9,2,23,Adam Ruins Guns,7.3,156,2015
tt5034326,Adam Ruins Everything,9,2,24,Adam Ruins Sleep,6.7,126,2015
tt5034326,Adam Ruins Everything,9,2,25,Adam Ruins Tech,7.2,80,2015
tt5034326,Adam Ruins Everything,9,2,26,Adam Ruins Flying,6.6,83,2015
tt5034326,Adam Ruins Everything,9,3,1,Adam Ruins a Plate of Nachos,6.9,91,2015
tt5034326,Adam Ruins Everything,9,3,2,Adam Ruins a Sitcom,7,95,2015
tt5034326,Adam Ruins Everything,9,3,3,Adam Ruins Games,7.4,91,2015
tt5034326,Adam Ruins Everything,9,3,4,Adam Ruins Nature,7.3,81,2015
tt5034326,Adam Ruins Everything,9,3,5,Adam Ruins America,6.8,77,2015
tt5034326,Adam Ruins Everything,9,3,6,Adam Ruins a Night Out,7.3,71,2015
tt5034326,Adam Ruins Everything,9,3,7,Adam Ruins Doing Good,7.4,65,2015
tt5034326,Adam Ruins Everything,9,3,8,Adam Ruins Murder,6.5,65,2015
tt5034326,Adam Ruins Everything,9,3,9,Adam Ruins Music,7.1,70,2015
tt5034326,Adam Ruins Everything,9,3,10,Adam Ruins Little Bugs,6.9,57,2015
tt5034326,Adam Ruins Everything,9,3,11,Adam Ruins Cops,7.1,79,2015
tt5034326,Adam Ruins Everything,9,3,12,Adam Ruins Himself,8,61,2015
tt13622776,Ahsoka,7,1,1,Part One: Master and Apprentice,7.7,18789,2023
tt13622776,Ahsoka,7,1,2,Part Two: Toil and Trouble,7.7,17581,2023
tt13622776,Ahsoka,7,1,3,Part Three: Time to Fly,7.3,16155,2023
tt13622776,Ahsoka,7,1,4,Part Four: Fallen Jedi,8.5,18804,2023
tt13622776,Ahsoka,7,1,5,Part Five: Shadow Warrior,9,24575,2023
tt13622776,Ahsoka,7,1,6,"Part Six: Far, Far Away",8.1,17409,2023
tt13622776,Ahsoka,7,1,7,Part Seven: Dreams and Madness,7.7,13537,2023
tt13622776,Ahsoka,7,1,8,"Part Eight: The Jedi, the Witch and the Warlord",7.8,13212,2023
tt0759364,America's Got Talent,6,1,1,Los Angeles Auditions,5.4,61,2006
tt0759364,America's Got Talent,6,1,2,New York Auditions,4.4,45,2006
tt0759364,America's Got Talent,6,1,3,Chicago Auditions,4.8,44,2006
tt0759364,America's Got Talent,6,1,4,Semifinals: Part 1,4.3,44,2006
tt0759364,America's Got Talent,6,1,5,Semifinals: Part 1 Results,5.6,10,2006
tt0759364,America's Got Talent,6,1,6,Semifinals: Part 2,5,41,2006
tt0759364,America's Got Talent,6,1,7,Semifinals: Part 2 Results,5,9,2006
tt0759364,America's Got Talent,6,1,8,Semifinals: Part 3,5,44,2006
tt0759364,America's Got Talent,6,1,9,Semifinals: Part 3 Results,5.2,8,2006
tt0759364,America's Got Talent,6,1,10,Semifinals: Part 4,5.2,40,2006
tt0759364,America's Got Talent,6,1,11,Semifinals: Part 4 Results,6,9,2006
tt0759364,America's Got Talent,6,1,12,Wild Card,5,44,2006
tt0759364,America's Got Talent,6,1,13,Wild Card Results,5.3,8,2006
tt0759364,America's Got Talent,6,1,14,Final,5.3,42,2006
tt0759364,America's Got Talent,6,1,15,Final Results,5.5,38,2006
tt0759364,America's Got Talent,6,2,1,Dallas Audition,4.2,41,2006
tt0759364,America's Got Talent,6,2,2,Los Angeles Audition,4.3,41,2006
tt0759364,America's Got Talent,6,2,3,Chicago Audition,4.3,39,2006
tt0759364,America's Got Talent,6,2,4,New York Audition,4.8,35,2006
tt0759364,America's Got Talent,6,2,5,Las Vegas Callbacks: Part 1,6.1,24,2006
tt0759364,America's Got Talent,6,2,6,Las Vegas Callbacks: Part 2,4.3,40,2006
tt0759364,America's Got Talent,6,2,7,Top 20 Contestants: Part 1,4.3,41,2006
tt0759364,America's Got Talent,6,2,8,Top Twenty Contestants: Part 2,4.5,37,2006
tt0759364,America's Got Talent,6,2,9,Top 10 Contestants,4.3,37,2006
tt0759364,America's Got Talent,6,2,10,Final Eight,6.5,25,2006
tt0759364,America's Got Talent,6,2,11,Finale: Part 1,4.6,40,2006
tt0759364,America's Got Talent,6,2,12,Finale: Part 2,4.4,42,2006
tt0759364,America's Got Talent,6,3,1,Auditions 1 - New York,4.9,41,2006
tt0759364,America's Got Talent,6,3,2,Auditions 2 - Chicago/Los Angeles,5,38,2006
