"","box_office_rank","Title","Lifetime Gross","Year","links","id","imdb_link","imdb_rating"
"355",355,"Terminator Salvation",371353001,2009,"/title/tt0438488/?ref_=bo_cso_table_155","tt0438488","https://www.imdb.com/title/tt0438488",6.5
"356",356,"Captain America: The First Avenger",370569774,2011,"/title/tt0458339/?ref_=bo_cso_table_156","tt0458339","https://www.imdb.com/title/tt0458339",6.9
"357",357,"Edge of Tomorrow",370541256,2014,"/title/tt1631867/?ref_=bo_cso_table_157","tt1631867","https://www.imdb.com/title/tt1631867",7.9
"358",358,"There's Something About Mary",369884651,1998,"/title/tt0129387/?ref_=bo_cso_table_158","tt0129387","https://www.imdb.com/title/tt0129387",7.1
"359",359,"Gone Girl",369330363,2014,"/title/tt2267998/?ref_=bo_cso_table_159","tt2267998","https://www.imdb.com/title/tt2267998",8.1
"360",360,"The Fugitive",368875760,1993,"/title/tt0106977/?ref_=bo_cso_table_160","tt0106977","https://www.imdb.com/title/tt0106977",7.8
"361",361,"Jurassic Park III",368780809,2001,"/title/tt0163025/?ref_=bo_cso_table_161","tt0163025","https://www.imdb.com/title/tt0163025",5.9
"362",362,"My Big Fat Greek Wedding",368744044,2002,"/title/tt0259446/?ref_=bo_cso_table_162","tt0259446","https://www.imdb.com/title/tt0259446",6.6
"363",363,"Hello Mr. Billionaire",366961907,2018,"/title/tt8529186/?ref_=bo_cso_table_163","tt8529186","https://www.imdb.com/title/tt8529186",6.1
"364",364,"Die Hard with a Vengeance",366101666,1995,"/title/tt0112864/?ref_=bo_cso_table_164","tt0112864","https://www.imdb.com/title/tt0112864",7.6
"365",365,"Shazam!",365971656,2019,"/title/tt0448115/?ref_=bo_cso_table_165","tt0448115","https://www.imdb.com/title/tt0448115",7
"366",366,"The Nun",365551694,2018,"/title/tt5814060/?ref_=bo_cso_table_166","tt5814060","https://www.imdb.com/title/tt5814060",5.3
"367",367,"Alvin and the Chipmunks",365352546,2007,"/title/tt0952640/?ref_=bo_cso_table_167","tt0952640","https://www.imdb.com/title/tt0952640",5.2
"368",368,"Notting Hill",363889678,1999,"/title/tt0125439/?ref_=bo_cso_table_168","tt0125439","https://www.imdb.com/title/tt0125439",7.1
"369",369,"Tenet",363656624,2020,"/title/tt6723592/?ref_=bo_cso_table_169","tt6723592","https://www.imdb.com/title/tt6723592",7.4
"370",370,"A Bug's Life",363258859,1998,"/title/tt0120623/?ref_=bo_cso_table_170","tt0120623","https://www.imdb.com/title/tt0120623",7.2
"371",371,"Night at the Museum: Secret of the Tomb",363204635,2014,"/title/tt2692250/?ref_=bo_cso_table_171","tt2692250","https://www.imdb.com/title/tt2692250",6.2
"372",372,"Ocean's Twelve",362744280,2004,"/title/tt0349903/?ref_=bo_cso_table_172","tt0349903","https://www.imdb.com/title/tt0349903",6.5
"373",373,"Planet of the Apes",362211740,2001,"/title/tt0133152/?ref_=bo_cso_table_173","tt0133152","https://www.imdb.com/title/tt0133152",5.7
"374",374,"The Hangover Part III",362000072,2013,"/title/tt1951261/?ref_=bo_cso_table_174","tt1951261","https://www.imdb.com/title/tt1951261",5.8
"375",375,"The World Is Not Enough",361832400,1999,"/title/tt0143145/?ref_=bo_cso_table_175","tt0143145","https://www.imdb.com/title/tt0143145",6.4
"376",376,"Monster Hunt 2",361682618,2018,"/title/tt6170484/?ref_=bo_cso_table_176","tt6170484","https://www.imdb.com/title/tt6170484",5.4
"377",377,"Fast & Furious",360366870,2009,"/title/tt1013752/?ref_=bo_cso_table_177","tt1013752","https://www.imdb.com/title/tt1013752",6.6
"378",378,"Noah",359200044,2014,"/title/tt1959490/?ref_=bo_cso_table_178","tt1959490","https://www.imdb.com/title/tt1959490",5.7
"379",379,"The Karate Kid",359126022,2010,"/title/tt1155076/?ref_=bo_cso_table_179","tt1155076","https://www.imdb.com/title/tt1155076",6.2
"380",380,"Home Alone 2: Lost in New York",358994850,1992,"/title/tt0104431/?ref_=bo_cso_table_180","tt0104431","https://www.imdb.com/title/tt0104431",6.8
"381",381,"Hotel Transylvania",358375603,2012,"/title/tt0837562/?ref_=bo_cso_table_181","tt0837562","https://www.imdb.com/title/tt0837562",7.1
"382",382,"Minority Report",358372926,2002,"/title/tt0181689/?ref_=bo_cso_table_182","tt0181689","https://www.imdb.com/title/tt0181689",7.6
"383",383,"Your Name.",358180115,2016,"/title/tt5311514/?ref_=bo_cso_table_183","tt5311514","https://www.imdb.com/title/tt5311514",8.4
"384",384,"Top Gun",357288178,1986,"/title/tt0092099/?ref_=bo_cso_table_184","tt0092099","https://www.imdb.com/title/tt0092099",6.9
"385",385,"The Legend of Tarzan",356700357,2016,"/title/tt0918940/?ref_=bo_cso_table_185","tt0918940","https://www.imdb.com/title/tt0918940",6.2
"386",386,"American Beauty",356296601,1999,"/title/tt0169547/?ref_=bo_cso_table_186","tt0169547","https://www.imdb.com/title/tt0169547",8.3
"387",387,"Spirited Away",355705051,2001,"/title/tt0245429/?ref_=bo_cso_table_187","tt0245429","https://www.imdb.com/title/tt0245429",8.6
"388",388,"Apollo 13",355237933,1995,"/title/tt0112384/?ref_=bo_cso_table_188","tt0112384","https://www.imdb.com/title/tt0112384",7.6
"389",389,"Rain Man",354825435,1988,"/title/tt0095953/?ref_=bo_cso_table_189","tt0095953","https://www.imdb.com/title/tt0095953",8
"390",390,"The Great Gatsby",353642274,2013,"/title/tt1343092/?ref_=bo_cso_table_190","tt1343092","https://www.imdb.com/title/tt1343092",7.2
"391",391,"Dumbo",353284621,2019,"/title/tt3861390/?ref_=bo_cso_table_191","tt3861390","https://www.imdb.com/title/tt3861390",6.3
"392",392,"I, Robot",353133898,2004,"/title/tt0343818/?ref_=bo_cso_table_192","tt0343818","https://www.imdb.com/title/tt0343818",7.1
"393",393,"Basic Instinct",352927224,1992,"/title/tt0103772/?ref_=bo_cso_table_193","tt0103772","https://www.imdb.com/title/tt0103772",7
"394",394,"Murder on the Orient Express",352794081,2017,"/title/tt3402236/?ref_=bo_cso_table_194","tt3402236","https://www.imdb.com/title/tt3402236",6.5
"395",395,"X-Men: First Class",352616690,2011,"/title/tt1270798/?ref_=bo_cso_table_195","tt1270798","https://www.imdb.com/title/tt1270798",7.7
"396",396,"The Angry Birds Movie",352333929,2016,"/title/tt1985949/?ref_=bo_cso_table_196","tt1985949","https://www.imdb.com/title/tt1985949",6.3
"397",397,"GoldenEye",352194034,1995,"/title/tt0113189/?ref_=bo_cso_table_197","tt0113189","https://www.imdb.com/title/tt0113189",7.2
"398",398,"Catch Me If You Can",352114312,2002,"/title/tt0264464/?ref_=bo_cso_table_198","tt0264464","https://www.imdb.com/title/tt0264464",8.1
"399",399,"Now You See Me",351723989,2013,"/title/tt1670345/?ref_=bo_cso_table_199","tt1670345","https://www.imdb.com/title/tt1670345",7.2
"400",400,"Hannibal",351692268,2001,"/title/tt0212985/?ref_=bo_cso_table_200","tt0212985","https://www.imdb.com/title/tt0212985",6.8
"401",401,"The Mask",351583407,1994,"/title/tt0110475/?ref_=bo_cso_table_1","tt0110475","https://www.imdb.com/title/tt0110475",6.9
"402",402,"Peter Rabbit",351496066,2018,"/title/tt5117670/?ref_=bo_cso_table_2","tt5117670","https://www.imdb.com/title/tt5117670",6.6
"403",403,"Speed",350448145,1994,"/title/tt0111257/?ref_=bo_cso_table_3","tt0111257","https://www.imdb.com/title/tt0111257",7.2
"404",404,"Dinosaur",349822765,2000,"/title/tt0130623/?ref_=bo_cso_table_4","tt0130623","https://www.imdb.com/title/tt0130623",6.5
"405",405,"Mary Poppins Returns",349546142,2018,"/title/tt5028340/?ref_=bo_cso_table_5","tt5028340","https://www.imdb.com/title/tt5028340",6.7
"406",406,"Deep Impact",349464664,1998,"/title/tt0120647/?ref_=bo_cso_table_6","tt0120647","https://www.imdb.com/title/tt0120647",6.2
"407",407,"The Lorax",348840316,2012,"/title/tt1482459/?ref_=bo_cso_table_7","tt1482459","https://www.imdb.com/title/tt1482459",6.4
"408",408,"The Maze Runner",348319861,2014,"/title/tt1790864/?ref_=bo_cso_table_8","tt1790864","https://www.imdb.com/title/tt1790864",6.8
"409",409,"The Smurfs 2",347545360,2013,"/title/tt2017020/?ref_=bo_cso_table_9","tt2017020","https://www.imdb.com/title/tt2017020",5.3
"410",410,"National Treasure",347512318,2004,"/title/tt0368891/?ref_=bo_cso_table_10","tt0368891","https://www.imdb.com/title/tt0368891",6.9
"411",411,"Rush Hour 2",347325802,2001,"/title/tt0266915/?ref_=bo_cso_table_11","tt0266915","https://www.imdb.com/title/tt0266915",6.6
"412",412,"Trolls",346864886,2016,"/title/tt1679335/?ref_=bo_cso_table_12","tt1679335","https://www.imdb.com/title/tt1679335",6.5
"413",413,"xXx: Return of Xander Cage",346118277,2017,"/title/tt1293847/?ref_=bo_cso_table_13","tt1293847","https://www.imdb.com/title/tt1293847",5.2
"414",414,"Pocahontas",346079773,1995,"/title/tt0114148/?ref_=bo_cso_table_14","tt0114148","https://www.imdb.com/title/tt0114148",6.7
"415",415,"How the Grinch Stole Christmas",345573032,2000,"/title/tt0170016/?ref_=bo_cso_table_15","tt0170016","https://www.imdb.com/title/tt0170016",6.2
"416",416,"Star Trek Beyond",343471816,2016,"/title/tt2660888/?ref_=bo_cso_table_16","tt2660888","https://www.imdb.com/title/tt2660888",7
"417",417,"Alvin and the Chipmunks: Chipwrecked",342695435,2011,"/title/tt1615918/?ref_=bo_cso_table_17","tt1615918","https://www.imdb.com/title/tt1615918",4.3
"418",418,"Wanted",342463063,2008,"/title/tt0493464/?ref_=bo_cso_table_18","tt0493464","https://www.imdb.com/title/tt0493464",6.7
"419",419,"The Flintstones",341631208,1994,"/title/tt0109813/?ref_=bo_cso_table_19","tt0109813","https://www.imdb.com/title/tt0109813",4.9
"420",420,"A Quiet Place",340952971,2018,"/title/tt6644200/?ref_=bo_cso_table_20","tt6644200","https://www.imdb.com/title/tt6644200",7.5
"421",421,"Enchanted",340487836,2007,"/title/tt0461770/?ref_=bo_cso_table_21","tt0461770","https://www.imdb.com/title/tt0461770",7
"422",422,"Over the Hedge",339795890,2006,"/title/tt0327084/?ref_=bo_cso_table_22","tt0327084","https://www.imdb.com/title/tt0327084",6.7
"423",423,"300: Rise of an Empire",337580051,2014,"/title/tt1253863/?ref_=bo_cso_table_23","tt1253863","https://www.imdb.com/title/tt1253863",6.2
"424",424,"Batman Forever",336567158,1995,"/title/tt0112462/?ref_=bo_cso_table_24","tt0112462","https://www.imdb.com/title/tt0112462",5.4
"425",425,"Prince of Persia: The Sands of Time",336365676,2009,"/title/tt0473075/?ref_=bo_cso_table_25","tt0473075","https://www.imdb.com/title/tt0473075",6.6
"426",426,"The Curious Case of Benjamin Button",335802786,2008,"/title/tt0421715/?ref_=bo_cso_table_26","tt0421715","https://www.imdb.com/title/tt0421715",7.8
"427",427,"Journey 2: The Mysterious Island",335260290,2012,"/title/tt1397514/?ref_=bo_cso_table_27","tt1397514","https://www.imdb.com/title/tt1397514",5.8
"428",428,"The Rock",335062621,1996,"/title/tt0117500/?ref_=bo_cso_table_28","tt0117500","https://www.imdb.com/title/tt0117500",7.4
"429",429,"The Great Wall",334933831,2016,"/title/tt2034800/?ref_=bo_cso_table_29","tt2034800","https://www.imdb.com/title/tt2034800",5.9
"430",430,"Now You See Me 2",334897606,2016,"/title/tt3110958/?ref_=bo_cso_table_30","tt3110958","https://www.imdb.com/title/tt3110958",6.5
"431",431,"Never Say Die",334530869,2017,"/title/tt7431894/?ref_=bo_cso_table_31","tt7431894","https://www.imdb.com/title/tt7431894",6.1
"432",432,"Fantastic Four",333535934,2005,"/title/tt0120667/?ref_=bo_cso_table_32","tt0120667","https://www.imdb.com/title/tt0120667",5.7
"433",433,"Indiana Jones and the Temple of Doom",333107271,1984,"/title/tt0087469/?ref_=bo_cso_table_33","tt0087469","https://www.imdb.com/title/tt0087469",7.5
"434",434,"Tomorrow Never Dies",333011068,1997,"/title/tt0120347/?ref_=bo_cso_table_34","tt0120347","https://www.imdb.com/title/tt0120347",6.5
"435",435,"Back to the Future Part II",332500002,1989,"/title/tt0096874/?ref_=bo_cso_table_35","tt0096874","https://www.imdb.com/title/tt0096874",7.8
"436",436,"The Good Dinosaur",332207671,2015,"/title/tt1979388/?ref_=bo_cso_table_36","tt1979388","https://www.imdb.com/title/tt1979388",6.7
"437",437,"22 Jump Street",331333876,2014,"/title/tt2294449/?ref_=bo_cso_table_37","tt2294449","https://www.imdb.com/title/tt2294449",7
"438",438,"Meet the Parents",330444045,2000,"/title/tt0212338/?ref_=bo_cso_table_38","tt0212338","https://www.imdb.com/title/tt0212338",7
"439",439,"Who Framed Roger Rabbit",329803958,1988,"/title/tt0096438/?ref_=bo_cso_table_39","tt0096438","https://www.imdb.com/title/tt0096438",7.7
"440",440,"Black Swan",329398046,2010,"/title/tt0947798/?ref_=bo_cso_table_40","tt0947798","https://www.imdb.com/title/tt0947798",8
"441",441,"The Perfect Storm",328718434,2000,"/title/tt0177971/?ref_=bo_cso_table_41","tt0177971","https://www.imdb.com/title/tt0177971",6.4
"442",442,"Crocodile Dundee",328203506,1986,"/title/tt0090555/?ref_=bo_cso_table_42","tt0090555","https://www.imdb.com/title/tt0090555",6.6
"443",443,"Crazy Alien",327598891,2019,"/title/tt6660238/?ref_=bo_cso_table_43","tt6660238","https://www.imdb.com/title/tt6660238",5.7
"444",444,"Se7en",327333559,1995,"/title/tt0114369/?ref_=bo_cso_table_44","tt0114369","https://www.imdb.com/title/tt0114369",8.6
"445",445,"Shang-Chi and the Legend of the Ten Rings",327290056,2021,"/title/tt9376612/?ref_=bo_cso_table_45","tt9376612","https://www.imdb.com/title/tt9376612",7.9
"446",446,"John Wick: Chapter 3 - Parabellum",327281779,2019,"/title/tt6146586/?ref_=bo_cso_table_46","tt6146586","https://www.imdb.com/title/tt6146586",7.4
"447",447,"The Devil Wears Prada",326706115,2006,"/title/tt0458352/?ref_=bo_cso_table_47","tt0458352","https://www.imdb.com/title/tt0458352",6.9
"448",448,"Taken 3",326479141,2015,"/title/tt2446042/?ref_=bo_cso_table_48","tt2446042","https://www.imdb.com/title/tt2446042",6
"449",449,"The Hunchback of Notre Dame",325338851,1996,"/title/tt0116583/?ref_=bo_cso_table_49","tt0116583","https://www.imdb.com/title/tt0116583",7
"450",450,"A Christmas Carol",325286646,2009,"/title/tt1067106/?ref_=bo_cso_table_50","tt1067106","https://www.imdb.com/title/tt1067106",6.8
"451",451,"The SpongeBob Movie: Sponge Out of Water",325186032,2015,"/title/tt2279373/?ref_=bo_cso_table_51","tt2279373","https://www.imdb.com/title/tt2279373",6
"452",452,"Schindler's List",322161245,1993,"/title/tt0108052/?ref_=bo_cso_table_52","tt0108052","https://www.imdb.com/title/tt0108052",8.9
"453",453,"Megamind",321885765,2010,"/title/tt1001526/?ref_=bo_cso_table_53","tt1001526","https://www.imdb.com/title/tt1001526",7.2
"454",454,"The Conjuring 2",321788219,2016,"/title/tt3065204/?ref_=bo_cso_table_54","tt3065204","https://www.imdb.com/title/tt3065204",7.3
"455",455,"Green Book",321752656,2018,"/title/tt6966692/?ref_=bo_cso_table_55","tt6966692","https://www.imdb.com/title/tt6966692",8.2
"456",456,"Lethal Weapon 3",321731527,1992,"/title/tt0104714/?ref_=bo_cso_table_56","tt0104714","https://www.imdb.com/title/tt0104714",6.7
"457",457,"The Ugly Truth",321682600,2009,"/title/tt1142988/?ref_=bo_cso_table_57","tt1142988","https://www.imdb.com/title/tt1142988",6.4
"458",458,"Robin Hood",321669741,2010,"/title/tt0955308/?ref_=bo_cso_table_58","tt0955308","https://www.imdb.com/title/tt0955308",6.6
"459",459,"Inglourious Basterds",321457747,2009,"/title/tt0361748/?ref_=bo_cso_table_59","tt0361748","https://www.imdb.com/title/tt0361748",8.3
"460",460,"101 Dalmatians",320689294,1996,"/title/tt0115433/?ref_=bo_cso_table_60","tt0115433","https://www.imdb.com/title/tt0115433",5.7
"461",461,"The Conjuring",320290989,2013,"/title/tt1457767/?ref_=bo_cso_table_61","tt1457767","https://www.imdb.com/title/tt1457767",7.5
"462",462,"Fatal Attraction",320145693,1987,"/title/tt0093010/?ref_=bo_cso_table_62","tt0093010","https://www.imdb.com/title/tt0093010",6.9
"463",463,"Sonic the Hedgehog",319715683,2020,"/title/tt3794354/?ref_=bo_cso_table_63","tt3794354","https://www.imdb.com/title/tt3794354",6.5
"464",464,"The Last Airbender",319713881,2010,"/title/tt0938283/?ref_=bo_cso_table_64","tt0938283","https://www.imdb.com/title/tt0938283",4
"465",465,"The Proposal",317375031,2009,"/title/tt1041829/?ref_=bo_cso_table_65","tt1041829","https://www.imdb.com/title/tt1041829",6.7
"466",466,"A Beautiful Mind",316791257,2001,"/title/tt0268978/?ref_=bo_cso_table_66","tt0268978","https://www.imdb.com/title/tt0268978",8.2
"467",467,"Beverly Hills Cop",316360478,1984,"/title/tt0086960/?ref_=bo_cso_table_67","tt0086960","https://www.imdb.com/title/tt0086960",7.3
"468",468,"Air Force One",315156409,1997,"/title/tt0118571/?ref_=bo_cso_table_68","tt0118571","https://www.imdb.com/title/tt0118571",6.5
"469",469,"The Expendables 2",314975955,2012,"/title/tt1764651/?ref_=bo_cso_table_69","tt1764651","https://www.imdb.com/title/tt1764651",6.6
"470",470,"Chicken Little",314432837,2005,"/title/tt0371606/?ref_=bo_cso_table_70","tt0371606","https://www.imdb.com/title/tt0371606",5.7
"471",471,"The Polar Express",314215454,2004,"/title/tt0338348/?ref_=bo_cso_table_71","tt0338348","https://www.imdb.com/title/tt0338348",6.6
"472",472,"As Good as It Gets",314178011,1997,"/title/tt0119822/?ref_=bo_cso_table_72","tt0119822","https://www.imdb.com/title/tt0119822",7.7
"473",473,"Maze Runner: The Scorch Trials",312296056,2015,"/title/tt4046784/?ref_=bo_cso_table_73","tt4046784","https://www.imdb.com/title/tt4046784",6.3
"474",474,"Resident Evil: The Final Chapter",312242626,2016,"/title/tt2592614/?ref_=bo_cso_table_74","tt2592614","https://www.imdb.com/title/tt2592614",5.5
"475",475,"Austin Powers: The Spy Who Shagged Me",312016928,1999,"/title/tt0145660/?ref_=bo_cso_table_75","tt0145660","https://www.imdb.com/title/tt0145660",6.6
"476",476,"The Lego Batman Movie",311950384,2017,"/title/tt4116284/?ref_=bo_cso_table_76","tt4116284","https://www.imdb.com/title/tt4116284",7.3
"477",477,"Knives Out",311605581,2019,"/title/tt8946378/?ref_=bo_cso_table_77","tt8946378","https://www.imdb.com/title/tt8946378",7.9
"478",478,"Ocean's Thirteen",311312624,2007,"/title/tt0496806/?ref_=bo_cso_table_78","tt0496806","https://www.imdb.com/title/tt0496806",6.9
"479",479,"Little Fockers",310650585,2010,"/title/tt0970866/?ref_=bo_cso_table_79","tt0970866","https://www.imdb.com/title/tt0970866",5.5
"480",480,"Bolt",309979994,2008,"/title/tt0397892/?ref_=bo_cso_table_80","tt0397892","https://www.imdb.com/title/tt0397892",6.8
"481",481,"Ransom",309492681,1996,"/title/tt0117438/?ref_=bo_cso_table_81","tt0117438","https://www.imdb.com/title/tt0117438",6.7
"482",482,"Runaway Bride",309460292,1999,"/title/tt0163187/?ref_=bo_cso_table_82","tt0163187","https://www.imdb.com/title/tt0163187",5.6
"483",483,"The Blind Side",309208309,2009,"/title/tt0878804/?ref_=bo_cso_table_83","tt0878804","https://www.imdb.com/title/tt0878804",7.6
"484",484,"The Ex-File 3: The Return of The Exes",307592427,2017,"/title/tt7830888/?ref_=bo_cso_table_84","tt7830888","https://www.imdb.com/title/tt7830888",5.6
"485",485,"The Fault in Our Stars",307166834,2014,"/title/tt2582846/?ref_=bo_cso_table_85","tt2582846","https://www.imdb.com/title/tt2582846",7.7
"486",486,"The Pursuit of Happyness",307127625,2006,"/title/tt0454921/?ref_=bo_cso_table_86","tt0454921","https://www.imdb.com/title/tt0454921",8
"487",487,"Rise of the Guardians",306941670,2012,"/title/tt1446192/?ref_=bo_cso_table_87","tt1446192","https://www.imdb.com/title/tt1446192",7.3
"488",488,"Close Encounters of the Third Kind",306889114,1977,"/title/tt0075860/?ref_=bo_cso_table_88","tt0075860","https://www.imdb.com/title/tt0075860",7.6
"489",489,"Chicago",306776732,2002,"/title/tt0299658/?ref_=bo_cso_table_89","tt0299658","https://www.imdb.com/title/tt0299658",7.2
"490",490,"Annabelle: Creation",306515884,2017,"/title/tt5140878/?ref_=bo_cso_table_90","tt5140878","https://www.imdb.com/title/tt5140878",6.5
"491",491,"Wonder",306209289,2017,"/title/tt2543472/?ref_=bo_cso_table_91","tt2543472","https://www.imdb.com/title/tt2543472",8
"492",492,"Skyscraper",304868961,2018,"/title/tt5758778/?ref_=bo_cso_table_92","tt5758778","https://www.imdb.com/title/tt5758778",5.8
"493",493,"A Good Day to Die Hard",304654182,2013,"/title/tt1606378/?ref_=bo_cso_table_93","tt1606378","https://www.imdb.com/title/tt1606378",5.3
"494",494,"Mulan",304320254,1998,"/title/tt0120762/?ref_=bo_cso_table_94","tt0120762","https://www.imdb.com/title/tt0120762",7.6
"495",495,"Dangal",303723636,2016,"/title/tt5074352/?ref_=bo_cso_table_95","tt5074352","https://www.imdb.com/title/tt5074352",8.4
"496",496,"Free Guy",303610071,2021,"/title/tt6264654/?ref_=bo_cso_table_96","tt6264654","https://www.imdb.com/title/tt6264654",7.5
"497",497,"Passengers",303144152,2016,"/title/tt1355644/?ref_=bo_cso_table_97","tt1355644","https://www.imdb.com/title/tt1355644",7
"498",498,"Battleship",303025485,2012,"/title/tt1440129/?ref_=bo_cso_table_98","tt1440129","https://www.imdb.com/title/tt1440129",5.8
"499",499,"Liar Liar",302710615,1997,"/title/tt0119528/?ref_=bo_cso_table_99","tt0119528","https://www.imdb.com/title/tt0119528",6.9
"500",500,"G.I. Joe: The Rise of Cobra",302469017,2009,"/title/tt1046173/?ref_=bo_cso_table_100","tt1046173","https://www.imdb.com/title/tt1046173",5.8
"501",501,"Wrath of the Titans",301970083,2012,"/title/tt1646987/?ref_=bo_cso_table_101","tt1646987","https://www.imdb.com/title/tt1646987",5.7
"502",502,"Fantastic 4: Rise of the Silver Surfer",301913131,2007,"/title/tt0486576/?ref_=bo_cso_table_102","tt0486576","https://www.imdb.com/title/tt0486576",5.6
"503",503,"Hook",300854823,1991,"/title/tt0102057/?ref_=bo_cso_table_103","tt0102057","https://www.imdb.com/title/tt0102057",6.8
"504",504,"Rocky IV",300473716,1985,"/title/tt0089927/?ref_=bo_cso_table_104","tt0089927","https://www.imdb.com/title/tt0089927",6.9
"505",505,"Superman",300451603,1978,"/title/tt0078346/?ref_=bo_cso_table_105","tt0078346","https://www.imdb.com/title/tt0078346",7.3
"506",506,"Rambo: First Blood Part II",300400432,1985,"/title/tt0089880/?ref_=bo_cso_table_106","tt0089880","https://www.imdb.com/title/tt0089880",6.5
"507",507,"Resident Evil: Afterlife",300228084,2010,"/title/tt1220634/?ref_=bo_cso_table_107","tt1220634","https://www.imdb.com/title/tt1220634",5.8
"508",508,"Van Helsing",300157638,2004,"/title/tt0338526/?ref_=bo_cso_table_108","tt0338526","https://www.imdb.com/title/tt0338526",6.1
"509",509,"Stuart Little",300135367,1999,"/title/tt0164912/?ref_=bo_cso_table_109","tt0164912","https://www.imdb.com/title/tt0164912",5.9
"510",510,"Beverly Hills Cop II",299965036,1987,"/title/tt0092644/?ref_=bo_cso_table_110","tt0092644","https://www.imdb.com/title/tt0092644",6.5
"511",511,"Alice Through the Looking Glass",299820798,2016,"/title/tt2567026/?ref_=bo_cso_table_111","tt2567026","https://www.imdb.com/title/tt2567026",6.2
"512",512,"My Best Friend's Wedding",299288605,1997,"/title/tt0119738/?ref_=bo_cso_table_112","tt0119738","https://www.imdb.com/title/tt0119738",6.3
"513",513,"Real Steel",299268508,2011,"/title/tt0433035/?ref_=bo_cso_table_113","tt0433035","https://www.imdb.com/title/tt0433035",7
"514",514,"Horton Hears a Who!",298572799,2008,"/title/tt0451079/?ref_=bo_cso_table_114","tt0451079","https://www.imdb.com/title/tt0451079",6.8
"515",515,"Ocean's Eight",297718711,2018,"/title/tt5164214/?ref_=bo_cso_table_115","tt5164214","https://www.imdb.com/title/tt5164214",6.3
"516",516,"A Quiet Place Part II",297372261,2021,"/title/tt8332922/?ref_=bo_cso_table_116","tt8332922","https://www.imdb.com/title/tt8332922",7.3
"517",517,"The Divergent Series: Insurgent",297002527,2015,"/title/tt2908446/?ref_=bo_cso_table_117","tt2908446","https://www.imdb.com/title/tt2908446",6.2
"518",518,"Look Who's Talking",296999813,1989,"/title/tt0097778/?ref_=bo_cso_table_118","tt0097778","https://www.imdb.com/title/tt0097778",5.9
"519",519,"Austin Powers in Goldmember",296938801,2002,"/title/tt0295178/?ref_=bo_cso_table_119","tt0295178","https://www.imdb.com/title/tt0295178",6.2
"520",520,"Miss Peregrine's Home for Peculiar Children",296482446,2016,"/title/tt1935859/?ref_=bo_cso_table_120","tt1935859","https://www.imdb.com/title/tt1935859",6.7
"521",521,"X-Men",296339528,2000,"/title/tt0120903/?ref_=bo_cso_table_121","tt0120903","https://www.imdb.com/title/tt0120903",7.4
"522",522,"Ghostbusters",296187079,1984,"/title/tt0087332/?ref_=bo_cso_table_122","tt0087332","https://www.imdb.com/title/tt0087332",7.8
"523",523,"Ferdinand",296069199,2017,"/title/tt3411444/?ref_=bo_cso_table_123","tt3411444","https://www.imdb.com/title/tt3411444",6.7
"524",524,"Shutter Island",294805697,2010,"/title/tt1130884/?ref_=bo_cso_table_124","tt1130884","https://www.imdb.com/title/tt1130884",8.2
"525",525,"Doctor Dolittle",294456605,1998,"/title/tt0118998/?ref_=bo_cso_table_125","tt0118998","https://www.imdb.com/title/tt0118998",5.4
"526",526,"Bee Movie",293514336,2007,"/title/tt0389790/?ref_=bo_cso_table_126","tt0389790","https://www.imdb.com/title/tt0389790",6.1
"527",527,"Salt",293503354,2010,"/title/tt0944835/?ref_=bo_cso_table_127","tt0944835","https://www.imdb.com/title/tt0944835",6.4
"528",528,"G-Force",292817898,2009,"/title/tt0436339/?ref_=bo_cso_table_128","tt0436339","https://www.imdb.com/title/tt0436339",5.1
"529",529,"The Departed",291465373,2006,"/title/tt0407887/?ref_=bo_cso_table_129","tt0407887","https://www.imdb.com/title/tt0407887",8.5
"530",530,"What Lies Beneath",291420351,2000,"/title/tt0161081/?ref_=bo_cso_table_130","tt0161081","https://www.imdb.com/title/tt0161081",6.6
"531",531,"Pacific Rim: Uprising",290930148,2018,"/title/tt2557478/?ref_=bo_cso_table_131","tt2557478","https://www.imdb.com/title/tt2557478",5.6
"532",532,"The Bourne Supremacy",290835269,2004,"/title/tt0372183/?ref_=bo_cso_table_132","tt0372183","https://www.imdb.com/title/tt0372183",7.7
"533",533,"Sex and the City 2",290745055,2010,"/title/tt1261945/?ref_=bo_cso_table_133","tt1261945","https://www.imdb.com/title/tt1261945",4.5
"534",534,"Shakespeare in Love",289317794,1998,"/title/tt0138097/?ref_=bo_cso_table_134","tt0138097","https://www.imdb.com/title/tt0138097",7.1
"535",535,"Divergent",288885818,2014,"/title/tt1840309/?ref_=bo_cso_table_135","tt1840309","https://www.imdb.com/title/tt1840309",6.6
"536",536,"Coming to America",288752301,1988,"/title/tt0094898/?ref_=bo_cso_table_136","tt0094898","https://www.imdb.com/title/tt0094898",7.1
"537",537,"Wedding Crashers",288467645,2005,"/title/tt0396269/?ref_=bo_cso_table_137","tt0396269","https://www.imdb.com/title/tt0396269",6.9
"538",538,"Bridesmaids",288383523,2011,"/title/tt1478338/?ref_=bo_cso_table_138","tt1478338","https://www.imdb.com/title/tt1478338",6.8
"539",539,"Maze Runner: The Death Cure",288175335,2018,"/title/tt4500922/?ref_=bo_cso_table_139","tt4500922","https://www.imdb.com/title/tt4500922",6.3
