rank,title,director,year,imdb_rating,id,site,producer_site,audience_scores,tomato_meter_scores,director_rot_tom,distributor,production_co,produced_by,producers_imdb,production_company
103,Heat,Michael Mann,1995,8.3,tt0113277,https://www.imdb.com/title/tt0113277/,https://www.imdb.com/title/tt0113277/companycredits?ref_=ttfc_sa_3,94,84,Michael Mann,Warner Bros.|Elliniki Kinimatografiki Enosi (ELKE)|Nippon Herald Films|Roadshow Films,Warner Bros.|New Regency Productions|Forward Pass|Art Linson Productions|Monarchy Enterprises B.V.,Warner Bros.|Elliniki Kinimatografiki Enosi (ELKE)|Nippon Herald Films|Roadshow Films,Pieter Jan Brugge|Gusmano Cesaretti|Art Linson|Michael Mann|Arnon Milchan|Kathleen M. Shea,Warner Bros.|New Regency Productions|Forward Pass|Art Linson Productions|Monarchy Enterprises B.V.
104,Double Indemnity,Billy Wilder,1944,8.3,tt0036775,https://www.imdb.com/title/tt0036775/,https://www.imdb.com/title/tt0036775/companycredits?ref_=ttfc_sa_3,95,97,Billy Wilder,Paramount Pictures|Paramount Film Service|Paramount British Pictures|Film AB Paramount,Paramount Pictures,Paramount Pictures|Paramount Film Service|Paramount British Pictures|Film AB Paramount,Buddy G. DeSylva|Joseph Sistrom,Paramount Pictures
105,Up,Rian Johnson,2009,8.3,tt1049413,https://www.imdb.com/title/tt1049413/,https://www.imdb.com/title/tt1049413/companycredits?ref_=ttfc_sa_3,93,92,Rian Johnson,Walt Disney Studios Motion Pictures|Audio Visual Enterprises|Columbia Pictures of Philippines,Walt Disney Pictures|Pixar Animation Studios,Walt Disney Studios Motion Pictures|Audio Visual Enterprises|Columbia Pictures of Philippines,John Lasseter|Kori Rae|Denise Ream|Jonas Rivera|Andrew Stanton,Walt Disney Pictures|Pixar Animation Studios
106,North by Northwest,Alfred Hitchcock,1959,8.3,tt0053125,https://www.imdb.com/title/tt0053125/,https://www.imdb.com/title/tt0053125/companycredits?ref_=ttfc_sa_3,94,97,Alfred Hitchcock,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Herbert Coleman|Alfred Hitchcock,Metro-Goldwyn-Mayer (MGM)
107,Like Stars on Earth,Aamir Khan,2007,8.3,tt0986264,https://www.imdb.com/title/tt0986264/,https://www.imdb.com/title/tt0986264/companycredits?ref_=ttfc_sa_3,96,93,Aamir Khan,UTV Motion Pictures|Atnine Film|Netflix India|Walt Disney Studios Home Entertainment,Aamir Khan Productions|PVR Pictures,UTV Motion Pictures|Atnine Film|Netflix India|Walt Disney Studios Home Entertainment,Ajay Bijli|Sanjeev K. Bijli|Aamir Khan|Sunitha Ram|B. Shrinivas Rao|Kiran Rao|Manoj Shroff,Aamir Khan Productions|PVR Pictures
108,Full Metal Jacket,Stanley Kubrick,1987,8.2,tt0093058,https://www.imdb.com/title/tt0093058/,https://www.imdb.com/title/tt0093058/companycredits?ref_=ttfc_sa_3,94,90,Stanley Kubrick,Warner Bros.|Columbia-Cannon-Warner|Roadshow Films,Warner Bros.|Natant|Stanley Kubrick Productions,Warner Bros.|Columbia-Cannon-Warner|Roadshow Films,Jan Harlan|Michael Herr|Philip Hobbs|Stanley Kubrick,Warner Bros.|Natant|Stanley Kubrick Productions
109,M,Fritz Lang,1931,8.3,tt0022100,https://www.imdb.com/title/tt0022100/,https://www.imdb.com/title/tt0022100/companycredits?ref_=ttfc_sa_3,83,94,Joshua Safdie,Vereinigte Star-Film GmbH|City Film|Columbus Films|Fribergs Filmbyrå|Kommunenes Filmcentral (KF),Nero-Film AG,Vereinigte Star-Film GmbH|City Film|Columbus Films|Fribergs Filmbyrå|Kommunenes Filmcentral (KF),Eli Bush|Ronald Bronstein|Joshua Safdie|Anthony Katagas|Timothée Chalamet,Nero-Film AG
110,Citizen Kane,Orson Welles,1941,8.2,tt0033467,https://www.imdb.com/title/tt0033467/,https://www.imdb.com/title/tt0033467/companycredits?ref_=ttfc_sa_3,90,99,Orson Welles,RKO Radio Pictures|RKO Radio Pictures Argentina|RKO Radio Pictures de México,RKO Radio Pictures|Mercury Productions,RKO Radio Pictures|RKO Radio Pictures Argentina|RKO Radio Pictures de México,Orson Welles|George Schaefer,RKO Radio Pictures|Mercury Productions
111,Amélie,Jean-Pierre Jeunet,2002,8.3,tt0211915,https://www.imdb.com/title/tt0211915/,https://www.imdb.com/title/tt0211915/companycredits?ref_=ttfc_sa_3,90,98,Maïlys Vallade,Albatros Film|Alliance Atlantis Communications|BIM Distribuzione|Buena Vista International|Central Partnership,Claudie Ossard Productions|Union Générale Cinématographique (UGC)|Victoires Productions|Tapioca Films|France 3 Cinéma,Albatros Film|Alliance Atlantis Communications|BIM Distribuzione|Buena Vista International|Central Partnership,Helmut Breuer|Bastie Griese|Arne Meerkamp van Embden|Claudie Ossard,Claudie Ossard Productions|Union Générale Cinématographique (UGC)|Victoires Productions|Tapioca Films|France 3 Cinéma
112,Vertigo,Alfred Hitchcock,1958,8.2,tt0052357,https://www.imdb.com/title/tt0052357/,https://www.imdb.com/title/tt0052357/companycredits?ref_=ttfc_sa_3,92,93,Alfred Hitchcock,Centrala Wynajmu Filmów|Atalanta Filmes|Cinema International Corporation|Film AB Paramount|Les Films Paramount,Alfred J. Hitchcock Productions,Centrala Wynajmu Filmów|Atalanta Filmes|Cinema International Corporation|Film AB Paramount|Les Films Paramount,Herbert Coleman|Alfred Hitchcock,Alfred J. Hitchcock Productions
113,A Separation,Asghar Farhadi,2011,8.3,tt1832382,https://www.imdb.com/title/tt1832382/,https://www.imdb.com/title/tt1832382/companycredits?ref_=ttfc_sa_3,92,99,Asghar Farhadi,Filmiran|Sony Pictures Classics|Memento Films|Alambique Filmes|Alamode Film,Asghar Farhadi Productions|Dreamlab Films|MPA APSA Academy Film Fund|Memento Films,Filmiran|Sony Pictures Classics|Memento Films|Alambique Filmes|Alamode Film,Siavash Aghaiepour|Negar Eskandarfar|Asghar Farhadi,Asghar Farhadi Productions|Dreamlab Films|MPA APSA Academy Film Fund|Memento Films
114,Die Hard,John McTiernan,1988,8.2,tt0095016,https://www.imdb.com/title/tt0095016/,https://www.imdb.com/title/tt0095016/companycredits?ref_=ttfc_sa_3,94,94,John McTiernan,Twentieth Century Fox|20th Century Fox Argentina|20th Century Fox|Cannon Nova Film,Twentieth Century Fox|Gordon Company|Silver Pictures,Twentieth Century Fox|20th Century Fox Argentina|20th Century Fox|Cannon Nova Film,Charles Gordon|Lawrence Gordon|Beau Marks|Joel Silver|Lloyd Levin,Twentieth Century Fox|Gordon Company|Silver Pictures
115,To Kill a Mockingbird,Robert Mulligan,1963,8.3,tt0056592,https://www.imdb.com/title/tt0056592/,https://www.imdb.com/title/tt0056592/companycredits?ref_=ttfc_sa_3,93,93,Robert Mulligan,Universal Pictures|Empire Universal Films|Rank Film Distributors|Nippon Universal Eiga-gaisha|Société Anonyme Universal-Film,Pakula-Mulligan|Brentwood Productions,Universal Pictures|Empire Universal Films|Rank Film Distributors|Nippon Universal Eiga-gaisha|Société Anonyme Universal-Film,Alan J. Pakula|Harper Lee|Robert Mulligan|Gregory Peck,Pakula-Mulligan|Brentwood Productions
116,The Sting,George Roy Hill,1973,8.2,tt0070735,https://www.imdb.com/title/tt0070735/,https://www.imdb.com/title/tt0070735/companycredits?ref_=ttfc_sa_3,95,93,George Roy Hill,Universal Pictures|Cinema International Corporation (CIC),Zanuck/Brown Productions|Universal Pictures,Universal Pictures|Cinema International Corporation (CIC),Tony Bill|Robert Crawford Jr.|Julia Phillips|Michael Phillips|David Brown|Sid Sheinberg|Richard D. Zanuck,Zanuck/Brown Productions|Universal Pictures
117,Indiana Jones and the Last Crusade,Steven Spielberg,1989,8.2,tt0097576,https://www.imdb.com/title/tt0097576/,https://www.imdb.com/title/tt0097576/companycredits?ref_=ttfc_sa_3,94,84,Steven Spielberg,Paramount Distribution|Paramount Pictures|Svenska Filminstitutet (SFI),Paramount Pictures|Lucasfilm,Paramount Distribution|Paramount Pictures|Svenska Filminstitutet (SFI),George Lucas|Frank Marshall|Arthur F. Repola|Robert Watts,Paramount Pictures|Lucasfilm
118,A Clockwork Orange,Stanley Kubrick,1972,8.2,tt0066921,https://www.imdb.com/title/tt0066921/,https://www.imdb.com/title/tt0066921/companycredits?ref_=ttfc_sa_3,93,86,Stanley Kubrick,Warner Bros.|Roadshow Films|Warner-Columbia Film|Columbia-Warner Distributors,Warner Bros.|Polaris Productions|Hawk Films|Max L. Raab Productions|Si Litvinoff Film Production,Warner Bros.|Roadshow Films|Warner-Columbia Film|Columbia-Warner Distributors,Stanley Kubrick|Si Litvinoff|Max L. Raab|Bernard Williams,Warner Bros.|Polaris Productions|Hawk Films|Max L. Raab Productions|Si Litvinoff Film Production
119,Metropolis,Fritz Lang,1927,8.2,tt0017136,https://www.imdb.com/title/tt0017136/,https://www.imdb.com/title/tt0017136/companycredits?ref_=ttfc_sa_3,92,97,Fritz Lang,Universum Film (UFA)|Alliance Cinématographique Européenne (ACE)|Paramount Pictures|Paramount-Ufa-Metro-Verleihbetriebe GmbH (Parufamet)|Svenska Filmkompaniet,Universum Film (UFA),Universum Film (UFA)|Alliance Cinématographique Européenne (ACE)|Paramount Pictures|Paramount-Ufa-Metro-Verleihbetriebe GmbH (Parufamet)|Svenska Filmkompaniet,Erich Pommer,Universum Film (UFA)
120,Snatch,Guy Ritchie,2001,8.2,tt0208092,https://www.imdb.com/title/tt0208092/,https://www.imdb.com/title/tt0208092/companycredits?ref_=ttfc_sa_3,93,74,Guy Ritchie,Columbia TriStar Film Distributors|Columbia TriStar Films|Sony Pictures Releasing|Columbia TriStar Egmont Film Distributors|Columbia TriStar Films AB,Screen Gems|SKA Films,Columbia TriStar Film Distributors|Columbia TriStar Films|Sony Pictures Releasing|Columbia TriStar Egmont Film Distributors|Columbia TriStar Films AB,Michael Dreyer|Stephen Marks|Peter Morton|Angad Paul|Sebastian Pearson|Taha Ali Reza|Trudie Styler|Steve Tisch|Matthew Vaughn,Screen Gems|SKA Films
121,1917,Sam Mendes,2020,8.2,tt8579674,https://www.imdb.com/title/tt8579674/,https://www.imdb.com/title/tt8579674/companycredits?ref_=ttfc_sa_3,88,88,Sam Mendes,Entertainment One|Universal Pictures|Mister Smith Entertainment|01 Distribution|ACME,DreamWorks Pictures|Reliance Entertainment|New Republic Pictures|Neal Street Productions|Mogambo,Entertainment One|Universal Pictures|Mister Smith Entertainment|01 Distribution|ACME,Valerii An|Jeb Brody|Nicolas Brown|Ricardo Marco Budé|B.J. Farmer|Pippa Harris|Michael Lerman|Callum McDougall|Sam Mendes|Caro Newling|Brian Oliver|Julie Pastor|Oleg Petrov|Ignacio Salazar-Simpson|John Hilary Shepherd|Angus Sutherland|Jayne-Ann Tenggren,DreamWorks Pictures|Reliance Entertainment|New Republic Pictures|Neal Street Productions|Mogambo
122,L.A. Confidential,Curtis Hanson,1997,8.2,tt0119488,https://www.imdb.com/title/tt0119488/,https://www.imdb.com/title/tt0119488/companycredits?ref_=ttfc_sa_3,94,99,Curtis Hanson,Warner Bros.|Warner Bros. Pictures|Warner Bros. Finland|Warner Bros. Pictures Germany,Regency Enterprises|New Regency Productions|The Wolper Organization|Warner Bros.,Warner Bros.|Warner Bros. Pictures|Warner Bros. Finland|Warner Bros. Pictures Germany,Curtis Hanson|Brian Helgeland|Dan Kolsrud|Arnon Milchan|Michael G. Nathanson|David L. Wolper,Regency Enterprises|New Regency Productions|The Wolper Organization|Warner Bros.
123,Downfall,Oliver Hirschbiegel,2005,8.2,tt0363163,https://www.imdb.com/title/tt0363163/,https://www.imdb.com/title/tt0363163/companycredits?ref_=ttfc_sa_3,94,90,Oliver Hirschbiegel,Constantin Film Verleih|Constantin Film|A-Film Distribution|Monolith Films|Rialto Film AG,Constantin Film|Norddeutscher Rundfunk (NDR)|Westdeutscher Rundfunk (WDR)|ARD Degeto Film|Österreichischer Rundfunk (ORF),Constantin Film Verleih|Constantin Film|A-Film Distribution|Monolith Films|Rialto Film AG,Wolf-Dietrich Brücker|Bernd Eichinger|Doris J. Heinze|Jörn Klamroth|Christine Rothe|Silvia Tollmann,Constantin Film|Norddeutscher Rundfunk (NDR)|Westdeutscher Rundfunk (WDR)|ARD Degeto Film|Österreichischer Rundfunk (ORF)
124,Dangal,Nitesh Tiwari,2016,8.3,tt5074352,https://www.imdb.com/title/tt5074352/,https://www.imdb.com/title/tt5074352/companycredits?ref_=ttfc_sa_3,93,89,Nitesh Tiwari,Zee Tamil|Zee TV|UTV Motion Pictures|Walt Disney Studios Motion Pictures|Filmarti,Aamir Khan Productions|UTV Motion Pictures|Walt Disney Pictures,Zee Tamil|Zee TV|UTV Motion Pictures|Walt Disney Studios Motion Pictures|Filmarti,Vishesh Agrawal|Nishith Dadhich|Siddharth Roy Kapur|Aamir Khan|Alan McAlex|Amrita Pandey|Kiran Rao|Srinivas Rao|Navmeet Singh,Aamir Khan Productions|UTV Motion Pictures|Walt Disney Pictures
125,Bicycle Thieves,Vittorio De Sica,1949,8.2,tt0040522,https://www.imdb.com/title/tt0040522/,https://www.imdb.com/title/tt0040522/companycredits?ref_=ttfc_sa_3,94,99,Vittorio De Sica,Ente Nazionale Industrie Cinematografiche (ENIC)|Compass Film|Arthur Mayer & Joseph Burstyn|Pathé Consortium Cinéma|Rosenbergs Filmbyrå,Produzioni De Sica,Ente Nazionale Industrie Cinematografiche (ENIC)|Compass Film|Arthur Mayer & Joseph Burstyn|Pathé Consortium Cinéma|Rosenbergs Filmbyrå,Giuseppe Amato|Vittorio De Sica,Produzioni De Sica
126,The Wolf of Wall Street,Martin Scorsese,2013,8.2,tt0993846,https://www.imdb.com/title/tt0993846/,https://www.imdb.com/title/tt0993846/companycredits?ref_=ttfc_sa_3,83,79,Martin Scorsese,Paramount Pictures|HKC Entertainment|Medyavizyon|Metropolitan Filmexport,Red Granite Pictures|Appian Way|Sikelia Productions|EMJAG Productions,Paramount Pictures|HKC Entertainment|Medyavizyon|Metropolitan Filmexport,Riza Aziz|Richard Baratta|Marianne Bower|Leonardo DiCaprio|Danny Dimbort|Joel Gotler|Ted Griffin|Georgia Kacandes|Joey McFarland|Alexandra Milchan|Martin Scorsese|Adam Somner|Emma Tillinger Koskoff|Irwin Winkler|Rick Yorn,Red Granite Pictures|Appian Way|Sikelia Productions|EMJAG Productions
127,Oppenheimer,Christopher Nolan,2023,8.2,tt15398776,https://www.imdb.com/title/tt15398776/,https://www.imdb.com/title/tt15398776/companycredits?ref_=ttfc_sa_3,91,93,Christopher Nolan,Universal Pictures|Bitters End|Cinemundo|Finnkino|Tanweer Alliances,Universal Pictures|Syncopy|Atlas Entertainment|Gadget Films,Universal Pictures|Bitters End|Cinemundo|Finnkino|Tanweer Alliances,Thomas Hayslip|Helen Medrano|Christopher Nolan|Charles Roven|Emma Thomas|Andy Thompson|J. David Wargo|James Woods,Universal Pictures|Syncopy|Atlas Entertainment|Gadget Films
128,The Truman Show,Peter Weir,1998,8.2,tt0120382,https://www.imdb.com/title/tt0120382/,https://www.imdb.com/title/tt0120382/companycredits?ref_=ttfc_sa_3,89,94,Peter Weir,Paramount Pictures|Filmes Lusomundo|Paramount Films of India|United International Pictures (UIP),Paramount Pictures|Scott Rudin Productions,Paramount Pictures|Filmes Lusomundo|Paramount Films of India|United International Pictures (UIP),Edward S. Feldman|Andrew Niccol|Lynn Pleshette|Richard Luke Rothschild|Scott Rudin|Adam Schroeder,Paramount Pictures|Scott Rudin Productions
129,Green Book,Peter Farrelly,2018,8.2,tt6966692,https://www.imdb.com/title/tt6966692/,https://www.imdb.com/title/tt6966692/companycredits?ref_=ttfc_sa_3,92,77,Peter Farrelly,Universal Pictures|Universal Pictures Canada|Ascot Elite Entertainment Group|Chantier Films|Italia Film,Participant|DreamWorks Pictures|Innisfree Pictures|Cinetic Media|Alibaba Pictures Group,Universal Pictures|Universal Pictures Canada|Ascot Elite Entertainment Group|Chantier Films|Italia Film,Jim Burke|Brian Hayes Currie|Steven Farneth|Peter Farrelly|Jonathan King|Kwame Parker|J.B. Rogers|Jeff Skoll|John Sloss|Octavia Spencer|Nick Vallelonga|Ted Virtue|Charles B. Wessler,Participant|DreamWorks Pictures|Innisfree Pictures|Cinetic Media|Alibaba Pictures Group
130,Shutter Island,Martin Scorsese,2010,8.2,tt1130884,https://www.imdb.com/title/tt1130884/,https://www.imdb.com/title/tt1130884/companycredits?ref_=ttfc_sa_3,77,69,Martin Scorsese,Paramount Pictures|Paramount Pictures UK|ACME,Paramount Pictures|Phoenix Pictures|Sikelia Productions|Appian Way|Thomas FX Group,Paramount Pictures|Paramount Pictures UK|ACME,Chris Brigham|Bradley J. Fischer|Amy Herman|Laeta Kalogridis|Dennis Lehane|Mike Medavoy|Arnold Messer|Gianni Nunnari|Louis Phillips|Joseph P. Reidy|Martin Scorsese|Emma Tillinger Koskoff,Paramount Pictures|Phoenix Pictures|Sikelia Productions|Appian Way|Thomas FX Group
131,Batman Begins,Christopher Nolan,2005,8.2,tt0372784,https://www.imdb.com/title/tt0372784/,https://www.imdb.com/title/tt0372784/companycredits?ref_=ttfc_sa_3,94,85,Christopher Nolan,Warner Bros.|Warner Bros. Pictures Mexico|Warner Bros. Pictures|Columbia TriStar Warner Filmes de Portugal,Warner Bros.|DC Comics|Syncopy|Patalex Productions|Legendary Entertainment,Warner Bros.|Warner Bros. Pictures Mexico|Warner Bros. Pictures|Columbia TriStar Warner Filmes de Portugal,Larry Franco|Benjamin Melniker|Lorne Orleans|Charles Roven|Emma Thomas|Cheryl A. Tkach|Michael E. Uslan,Warner Bros.|DC Comics|Syncopy|Patalex Productions|Legendary Entertainment
132,Hamilton,Thomas Kail,2020,8.3,tt8503618,https://www.imdb.com/title/tt8503618/,https://www.imdb.com/title/tt8503618/companycredits?ref_=ttfc_sa_3,99,98,Thomas Kail,Disney+|Walt Disney Studios Motion Pictures|Walt Disney Television|Press Play Pictures,Walt Disney Pictures|5000 Broadway Productions|Nevis Productions|Old 320 Sycamore|RadicalMedia,Disney+|Walt Disney Studios Motion Pictures|Walt Disney Television|Press Play Pictures,Jill Furman|Sander Jacobs|Thomas Kail|Jon Kamen|Lin-Manuel Miranda|Nicole Pusateri|Chris Rouchard|Jeffrey Seller|Dave Sirulnick|Justin Wilkes,Walt Disney Pictures|5000 Broadway Productions|Nevis Productions|Old 320 Sycamore|RadicalMedia
133,Judgment at Nuremberg,Stanley Kramer,1961,8.3,tt0055031,https://www.imdb.com/title/tt0055031/,https://www.imdb.com/title/tt0055031/companycredits?ref_=ttfc_sa_3,93,93,Stanley Kramer,United Artists,Roxlom Films Inc.,United Artists,Stanley Kramer|Philip Langner,Roxlom Films Inc.
134,Taxi Driver,Martin Scorsese,1976,8.2,tt0075314,https://www.imdb.com/title/tt0075314/,https://www.imdb.com/title/tt0075314/companycredits?ref_=ttfc_sa_3,93,89,Martin Scorsese,Columbia Pictures|Columbia-Warner Distributors|Columbia Pictures Mexico|Columbia C.E.I.A.D.,Columbia Pictures|Bill/Phillips|Italo/Judeo Productions,Columbia Pictures|Columbia-Warner Distributors|Columbia Pictures Mexico|Columbia C.E.I.A.D.,Phillip M. Goldfarb|Julia Phillips|Michael Phillips,Columbia Pictures|Bill/Phillips|Italo/Judeo Productions
135,For a Few Dollars More,Sergio Leone,1967,8.2,tt0059578,https://www.imdb.com/title/tt0059578/,https://www.imdb.com/title/tt0059578/companycredits?ref_=ttfc_sa_3,94,92,Sergio Leone,Produzioni Europee Associate (PEA)|Constantin Film|Regia Films Arturo González|Regia-Arturo González Rodríguez|United Artists,Produzioni Europee Associate (PEA)|Arturo González Producciones Cinematográficas|Constantin Film,Produzioni Europee Associate (PEA)|Constantin Film|Regia Films Arturo González|Regia-Arturo González Rodríguez|United Artists,Arturo González|Alfredo Fraile|Alberto Grimaldi,Produzioni Europee Associate (PEA)|Arturo González Producciones Cinematográficas|Constantin Film
136,Some Like It Hot,Billy Wilder,1959,8.2,tt0053291,https://www.imdb.com/title/tt0053291/,https://www.imdb.com/title/tt0053291/companycredits?ref_=ttfc_sa_3,94,95,Billy Wilder,United Artists|Dear Film|Kommunenes Filmcentral (KF)|Nova Film,Ashton Productions|The Mirisch Corporation,United Artists|Dear Film|Kommunenes Filmcentral (KF)|Nova Film,I.A.L. Diamond|Doane Harrison|Billy Wilder,Ashton Productions|The Mirisch Corporation
137,Jurassic Park,Steven Spielberg,1993,8.2,tt0107290,https://www.imdb.com/title/tt0107290/,https://www.imdb.com/title/tt0107290/companycredits?ref_=ttfc_sa_3,91,91,Steven Spielberg,Universal Pictures|ITI Cinema|Lucernafilm - Alfa|United International Pictures (UIP),Universal Pictures|Amblin Entertainment,Universal Pictures|ITI Cinema|Lucernafilm - Alfa|United International Pictures (UIP),Kathleen Kennedy|Gerald R. Molen|Lata Ryan|Colin Wilson|Steven Spielberg,Universal Pictures|Amblin Entertainment
138,There Will Be Blood,Paul Thomas Anderson,2008,8.2,tt0469494,https://www.imdb.com/title/tt0469494/,https://www.imdb.com/title/tt0469494/companycredits?ref_=ttfc_sa_3,86,91,Paul Thomas Anderson,Paramount Vantage|Audio Visual Enterprises|Buena Vista International|Falcon|Forum Hungary,Paramount Vantage|Miramax|Ghoulardi Film Company,Paramount Vantage|Audio Visual Enterprises|Buena Vista International|Falcon|Forum Hungary,Paul Thomas Anderson|Daniel Lupi|Scott Rudin|Eric Schlosser|JoAnne Sellar|David Williams,Paramount Vantage|Miramax|Ghoulardi Film Company
139,The Kid,Charles Chaplin,1921,8.2,tt0012349,https://www.imdb.com/title/tt0012349/,https://www.imdb.com/title/tt0012349/companycredits?ref_=ttfc_sa_3,95,100,Charlie Chaplin,First National Pictures|Max Glücksmann|Hackin|Western Import Company,Charles Chaplin Productions,First National Pictures|Max Glücksmann|Hackin|Western Import Company,Charlie Chaplin,Charles Chaplin Productions
140,The Father,Florian Zeller,2021,8.2,tt10272386,https://www.imdb.com/title/tt10272386/,https://www.imdb.com/title/tt10272386/companycredits?ref_=ttfc_sa_3,23,80,Daniel Sandu,Lionsgate|Elevation Pictures|Entract Films|Sony Pictures Classics|A Contracorriente Films,Les Films du Cru|Film4|Orange Studio|Canal+|Ciné+,Lionsgate|Elevation Pictures|Entract Films|Sony Pictures Classics|A Contracorriente Films,Daniel Battsek|Philippe Carcassonne|Cleone Clarke|Lauren Dark|Alice Dawson|Simon Friend|Paul Grindey|Hugo Grumbar|Tim Haslam|Jean-Louis Livi|Ollie Madden|David Parfitt|Christophe Spadone|Beth Timbrell,Les Films du Cru|Film4|Orange Studio|Canal+|Ciné+
141,All About Eve,Joseph L. Mankiewicz,1950,8.2,tt0042192,https://www.imdb.com/title/tt0042192/,https://www.imdb.com/title/tt0042192/companycredits?ref_=ttfc_sa_3,94,99,Joseph L. Mankiewicz,Twentieth Century Fox|Twentieth Century Fox Film Company|Twentieth Century-Fox|M.P.E.A.|Fox Films,Twentieth Century Fox,Twentieth Century Fox|Twentieth Century Fox Film Company|Twentieth Century-Fox|M.P.E.A.|Fox Films,Darryl F Zanuck,Twentieth Century Fox
142,The Sixth Sense,M. Night Shyamalan,1999,8.2,tt0167404,https://www.imdb.com/title/tt0167404/,https://www.imdb.com/title/tt0167404/companycredits?ref_=ttfc_sa_3,90,86,M. Night Shyamalan,Buena Vista Pictures Distribution|Buena Vista International|Spyglass Entertainment,Hollywood Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|Barry Mendel Productions,Buena Vista Pictures Distribution|Buena Vista International|Spyglass Entertainment,Kathleen Kennedy|Frank Marshall|Barry Mendel|Sam Mercer,Hollywood Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|Barry Mendel Productions
