name,address,country_code,date_utc,google_maps_url,latitude,longitude
Kéan Coffee Artisan Roasters,"13681 Newport Ave Ste 14, Tustin, CA 92780, United States",US,2017-11-11 00:00:00,http://maps.google.com/?cid=13381012782458705231,33.7418667,-117.8195778
Guisados,"8935 Santa Monica Blvd, West Hollywood, CA 90069, United States",US,2017-11-06 00:00:00,http://maps.google.com/?cid=3559205062036122684,34.0843958,-118.385235
Bludso's BBQ,"609 N La Brea Ave, Los Angeles, CA 90036, United States",US,2017-11-06 00:00:00,http://maps.google.com/?cid=13825581381891137119,34.0822407,-118.3444056
Guisados,"2100 E Cesar E Chavez Ave, Los Angeles, CA 90033, United States",US,2017-11-06 00:00:00,http://maps.google.com/?cid=12200244773612846784,34.0482592,-118.2114677
Scoops OC,"605 E Santa Ana Blvd, Santa Ana, CA 92701, United States",US,2017-06-02 00:00:00,http://maps.google.com/?cid=7798821805879020749,33.7506724,-117.8623472
McConnell's Fine Ice Cream,"3241 E Main St, Ventura, CA 93003, United States",US,2016-12-27 00:00:00,http://maps.google.com/?cid=9566831202347282790,34.267669,-119.2507395
Kickin KAsian,"9545 Reseda Blvd, Northridge, CA 91324, United States",US,2016-11-28 00:00:00,http://maps.google.com/?cid=13879900290746033759,34.2437442,-118.5363127
Mexicali Taco & Co.,"702 N Figueroa St, Los Angeles, CA 90012, United States",US,2016-10-28 00:00:00,http://maps.google.com/?cid=2403574288360338849,34.0635127,-118.2455813
Puesto La Jolla,"1026 Wall St, La Jolla, CA 92037, United States",US,2016-09-20 00:00:00,http://maps.google.com/?cid=1497637721902590919,32.8469862,-117.2738346
Khinkali House,"113 Artsakh Ave, Glendale, CA 91206, United States",US,2016-08-20 00:00:00,http://maps.google.com/?cid=9105219678194109539,34.1467094,-118.2543945
Nickel Diner,"524 Main St, Los Angeles, CA 90013, United States",US,2016-08-20 00:00:00,http://maps.google.com/?cid=16188841389436116350,34.0459878,-118.2489144
The Walrus and the Carpenter,"4743 Ballard Ave NW #300, Seattle, WA 98107, United States",US,2016-07-04 00:00:00,http://maps.google.com/?cid=11057161046719884397,47.663525,-122.3802179
Gjusta,"320 Sunset Ave, Venice, CA 90291, United States",US,2016-06-27 00:00:00,http://maps.google.com/?cid=11024446492245196919,33.9952076,-118.4744823
Eggslut,"317 S Broadway, Los Angeles, CA 90013, United States",US,2016-06-27 00:00:00,http://maps.google.com/?cid=9542565228212065267,34.0505885,-118.2486089
Sqirl,"720 Virgil Ave #4, Los Angeles, CA 90029, United States",US,2016-06-27 00:00:00,http://maps.google.com/?cid=3034458269057920127,34.0844653,-118.2866952
Attari Sandwich Shop,"1388 Westwood Blvd, Los Angeles, CA 90024, United States",US,2016-05-18 00:00:00,http://maps.google.com/?cid=13523717277562799051,34.0557328,-118.4415378
Rancho Madera Community Park,"556 Lake Park Dr, Simi Valley, CA 93065, United States",US,2016-03-07 00:00:00,http://maps.google.com/?cid=1723199915829889758,34.2475635,-118.8094252
Conejo Creek North Park,"1379 E Janss Rd, Thousand Oaks, CA 91362, United States",US,2016-03-07 00:00:00,http://maps.google.com/?cid=15648598518351455406,34.2024714,-118.8530615
Dos Vientos Community Park,"4801 Borchard Rd, Newbury Park, CA 91320, United States",US,2016-03-07 00:00:00,http://maps.google.com/?cid=13924674471918355717,34.1762306,-118.9835685
North Ranch Playfield,"952 Rockfield St, Thousand Oaks, CA 91362, United States",US,2016-02-29 00:00:00,http://maps.google.com/?cid=14273496557579860841,34.1796015,-118.7896997
Phở 79,"9941 Hazard Ave, Garden Grove, CA 92844, United States",US,2016-02-28 00:00:00,http://maps.google.com/?cid=1570749662631762180,33.752445,-117.95576
Din Tai Fung,"1164 Galleria Way, Glendale, CA 91210, United States",US,2016-02-25 00:00:00,http://maps.google.com/?cid=13715901715114732878,34.144386,-118.2583313
Mony's Mexican Food,"217 Anacapa St, Santa Barbara, CA 93101, United States",US,2016-02-23 00:00:00,http://maps.google.com/?cid=10319111263020265136,34.4154672,-119.6912248
Lawry's The Prime Rib,"100 N La Cienega Blvd, Beverly Hills, CA 90211, United States",US,2016-02-22 00:00:00,http://maps.google.com/?cid=9488478007514238105,34.067699,-118.3760752
Sapp Coffee Shop Thai Restaurant,"5183 Hollywood Blvd, Los Angeles, CA 90027, United States",US,2016-02-15 00:00:00,http://maps.google.com/?cid=9270419456804938578,34.1020504,-118.3032203
Jon & Vinny's Fairfax,"412 N Fairfax Ave, Los Angeles, CA 90036, United States",US,2016-02-15 00:00:00,http://maps.google.com/?cid=5396282217746206906,34.0786444,-118.3612833
Diddy Riese,"926 Broxton Ave, Los Angeles, CA 90024, United States",US,2016-02-14 00:00:00,http://maps.google.com/?cid=4150747258752159058,34.0630585,-118.446859
Tsujita LA Artisan Noodles,"2057 Sawtelle Blvd, Los Angeles, CA 90025, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=10021489703519622029,34.0395711,-118.4426526
Boiling Point,"14140 Culver Dr, Irvine, CA 92604, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=1668501928454051689,33.7074187,-117.7826251
McConnell's Fine Ice Creams - GCM,"317 S Broadway, Los Angeles, CA 90013, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=14845446642935013532,34.0507913,-118.24881
Standard,"550 Flower St, Los Angeles, CA 90071, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=7287063230285834781,34.0501865,-118.2571724
Grand Central Market,"317 S Broadway, Los Angeles, CA 90013, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=5232425194551170008,34.050872,-118.2490552
Hot Pot City,"15606 Brookhurst St Suite E, Westminster, CA 92683, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=12667103325225946081,33.736382,-117.953779
Garlic and Chives,"9892 Westminster Blvd. # 311, Garden Grove, CA 92844, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=4223812751335766991,33.758524800000004,-117.9568305
Calle Tacos,"6508 Hollywood Blvd, Los Angeles, CA 90028, United States",US,2016-02-11 00:00:00,http://maps.google.com/?cid=798409219258149957,34.1014175,-118.3314668
Karina's Taco Shop,"916 N Coast Hwy 101, Encinitas, CA 92024, United States",US,2015-04-06 00:00:00,http://maps.google.com/?cid=15212695464322337672,33.064777,-117.3025916
No location information is available for this saved place,,,2013-07-19 00:00:00,"http://maps.google.com/?q=995 Witherspoon Dr, Thousand Oaks, CA 91360&ftid=0x80e8302872e4c23f:0x4202db88d3c05f48",0,0
